Type,Point X,Point Y, Point Z,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,A3MS
R1,994.73,-101.74,682.59,2.073801955,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.08014156,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.051998103,A2979019700_23,,,,,0,1.724107751,A2979019700_23,,,,,2.76E-13,0.610891445,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.123341154,A2979019700_25,70010,1.10E-06,2.35,0.34,0,20.49566792,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.685183332,A2979019700_25,70010,1.10E-06,2.35,0.34,0,14.8629332,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.58960814,A2979019700_24,70010,1.10E-06,2.35,0.34,0,36.19827453,A2966800800_70,40007,1.03E-06,2.95,0.35,2.0654546,30.41178016,A2968312400_1,70013,9.50E-07,1.15,0.43,11.91642314,18.66224951,A2966800000_15,70031,2.70E-06,70,0.3,3.000973948,33.60931147,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3575
R1,1089.26,-0.27,576.54,5.431298902,A2979019700_4,70012,2.44E-06,71.7,0.21,0,3.641198213,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.090761512,A2979019700_23,,,,,0,3.002347193,A2979019700_13,70009,2.50E-06,22.54,0.23,1.14E-13,1.068513436,A2979019700_25,70010,1.10E-06,2.35,0.34,0,5.388357814,A2979019700_25,70010,1.10E-06,2.35,0.34,0,26.25841522,A2979019700_25,70010,1.10E-06,2.35,0.34,0,2.557940184,A2979019700_25,70010,1.10E-06,2.35,0.34,0,9.977895408,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.734948914,A2979019700_25,70010,1.10E-06,2.35,0.34,0,8.326222655,A2979019700_25,70010,1.10E-06,2.35,0.34,0,2.2408417,A2979019700_25,70010,1.10E-06,2.35,0.34,0,46.59876271,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.988599466,A2979019700_25,70010,1.10E-06,2.35,0.34,0,10.22227333,A2979019700_24,70010,1.10E-06,2.35,0.34,0,3.162154411,A2979019700_24,70010,1.10E-06,2.35,0.34,0,42.64879633,A2966800800_70,40007,1.03E-06,2.95,0.35,2.416730356,22.7112146,A2239010401_28,70020,0,70020,0,1.221171641,0,A2239010401_28,70020,0,70020,0,1.526464551,25.03401864,A2239010401_28,70020,0,70020,0,1.526464551,5.08966253,A2966800000_15,70031,2.70E-06,70,0.3,3.138979552,1.14E-13,A2966800000_15,70031,2.70E-06,70,0.3,3,32.95844437,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8339
R1,1065.73,104.42,599.56,4.285421971,A2979019700_4,70012,2.44E-06,71.7,0.21,0,3.109111547,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.077587334,A2979019700_23,,,,,0,2.568958336,A2979019700_23,,,,,0,0.911768957,A2979019700_25,70010,1.10E-06,2.35,0.34,0,2.319168792,A2979019700_25,70010,1.10E-06,2.35,0.34,0,29.84870784,A2979019700_25,70010,1.10E-06,2.35,0.34,0,6.587739205,A2979019700_25,70010,1.10E-06,2.35,0.34,0,19.26441398,A2979019700_24,70010,1.10E-06,2.35,0.34,0,3.637771212,A2979019700_24,70010,1.10E-06,2.35,0.34,0,0.048424243,A2979019700_23,,,,,0,15.08778222,A2979019700_23,,,,,0,34.63391529,A2966800800_70,40007,1.03E-06,2.95,0.35,2.784423656,80.4915313,A2966800000_15,70031,2.70E-06,70,0.3,5.011129139,1.93E-13,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.4429
R1,1107.21,155.48,536.03,5.225273046,A2966800800_48,40002,1.00E-06,0.25,0.45,1.520262345,2.245810461,A2966800800_52,40016,1.05E-06,3.1,0.32,6.746805257,8.293789274,A2966800800_52,40016,1.05E-06,3.1,0.32,2.515828278,3.068156524,A2966800800_52,40016,1.05E-06,3.1,0.32,3.461696811,3.392540493,A2966800800_70,40007,1.03E-06,2.95,0.35,4.15E-12,3.700953266,A2966800800_70,40007,1.03E-06,2.95,0.35,5.644581873,4.433436656,A2966800800_70,40007,1.03E-06,2.95,0.35,69.01971879,3.348227406,A2966800800_70,40007,1.03E-06,2.95,0.35,148.6020537,1.775633633,A2966800000_15,70031,2.70E-06,70,0.3,0.000814673,1.07E-10,A2966800000_15,70031,2.70E-06,70,0.3,0.00147019,3.551375106,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4553
R1,1253.47,121.41,485.94,208.8085172,A2979019700_24,70010,1.10E-06,2.35,0.34,0,4.060037404,A2979019700_24,70010,1.10E-06,2.35,0.34,0,7.853362092,A2979019700_24,70010,1.10E-06,2.35,0.34,0,5.614902144,A2979019700_24,70010,1.10E-06,2.35,0.34,0,4.862460232,A2979019700_24,70010,1.10E-06,2.35,0.34,0,1.800857818,A2979019700_24,70010,1.10E-06,2.35,0.34,0,17.3324148,A2979019700_24,70010,1.10E-06,2.35,0.34,0,1.977123673,A2979019700_24,70010,1.10E-06,2.35,0.34,0,47.36307938,A2979019700_23,,,,,0,5.331661401,A2979019700_23,,,,,0,116.8748697,A2966800000_15,70031,2.70E-06,70,0.3,3.05939951,33.63375234,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3312
R1,1070.28,210.23,572.01,4.389965127,A2966800800_48,40002,1.00E-06,0.25,0.45,1.610229064,2.697665819,A2966800800_52,40016,1.05E-06,3.1,0.32,11.21593134,5.768359432,A2966800800_52,40016,1.05E-06,3.1,0.32,5.351254674,2.947857075,A2966800800_52,40016,1.05E-06,3.1,0.32,90.23482468,3.38514363,A2966800800_70,40007,1.03E-06,2.95,0.35,96.02403369,11.44863249,A2966800000_15,70031,2.70E-06,70,0.3,0,3,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8678
R1,1163.46,115.42,513.18,23.04306183,A2976802504_2,40032,1.10E-06,2.106,0.35,16.15416861,71.86914195,A2979019700_24,70010,1.10E-06,2.35,0.34,0,3.850920018,A2979019700_24,70010,1.10E-06,2.35,0.34,0,7.610315209,A2979019700_24,70010,1.10E-06,2.35,0.34,0,5.752048488,A2979019700_24,70010,1.10E-06,2.35,0.34,0,4.661439906,A2979019700_23,,,,,0,4.205103193,A2979019700_23,,,,,0,1.348782296,A2979019700_24,70010,1.10E-06,2.35,0.34,0,1.745364109,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.566277713,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.482536822,A2979019700_24,70010,1.10E-06,2.35,0.34,0,55.83893761,A2979019700_24,70010,1.10E-06,2.35,0.34,0,1.401417441,A2979019700_24,70010,1.10E-06,2.35,0.34,0,4.048366734,A2979019700_23,,,,,0,1.875321037,A2979019700_23,,,,,0,118.3536498,A2966800000_15,70031,2.70E-06,70,0.3,3.039437512,33.37992054,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9938
R1,1070.75,209.9,571.31,4.335194931,A2966800800_48,40002,1.00E-06,0.25,0.45,1.558403465,3.44249551,A2966800800_52,40016,1.05E-06,3.1,0.32,12.64710926,5.762800936,A2966800800_52,40016,1.05E-06,3.1,0.32,2.815176143,3.263448298,A2966800800_52,40016,1.05E-06,3.1,0.32,90.64147694,3.397652012,A2966800800_70,40007,1.03E-06,2.95,0.35,96.34799766,8.360359089,A2966800000_15,70031,2.70E-06,70,0.3,2.54E-13,1.500047765,A2966800000_15,70031,2.70E-06,70,0.3,0,1.64009922,A2966800000_15,70031,2.70E-06,70,0.3,0,3,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2972
R1,1163.51,115.32,513.16,23.20637133,A2976802504_2,40032,1.10E-06,2.106,0.35,15.43605097,72.39774023,A2979019700_24,70010,1.10E-06,2.35,0.34,0,3.846658712,A2979019700_24,70010,1.10E-06,2.35,0.34,0,7.685247846,A2979019700_24,70010,1.10E-06,2.35,0.34,0,5.752023149,A2979019700_24,70010,1.10E-06,2.35,0.34,0,4.662864988,A2979019700_23,,,,,0,4.215748253,A2979019700_23,,,,,0,1.349117433,A2979019700_24,70010,1.10E-06,2.35,0.34,0,1.745264495,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.563534075,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.4782313,A2979019700_24,70010,1.10E-06,2.35,0.34,0,55.84328097,A2979019700_24,70010,1.10E-06,2.35,0.34,0,1.40141835,A2979019700_24,70010,1.10E-06,2.35,0.34,0,4.051418917,A2979019700_23,,,,,0,1.86222411,A2979019700_23,,,,,0,118.3473429,A2966800000_15,70031,2.70E-06,70,0.3,3.039109174,33.37568434,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0949
R1,1070.6,210.03,571.58,4.392836406,A2966800800_48,40002,1.00E-06,0.25,0.45,1.577981642,3.059230393,A2966800800_52,40016,1.05E-06,3.1,0.32,12.16445934,5.754669461,A2966800800_52,40016,1.05E-06,3.1,0.32,3.905657966,3.072769247,A2966800800_52,40016,1.05E-06,3.1,0.32,90.47811755,3.392631079,A2966800800_70,40007,1.03E-06,2.95,0.35,96.21801615,11.4796954,A2966800000_15,70031,2.70E-06,70,0.3,0,3,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.637
R1,1107.17,155.47,536.09,5.209635915,A2966800800_48,40002,1.00E-06,0.25,0.45,1.519632949,2.245079836,A2966800800_52,40016,1.05E-06,3.1,0.32,6.65879428,8.407591649,A2966800800_52,40016,1.05E-06,3.1,0.32,2.397647195,3.073709595,A2966800800_52,40016,1.05E-06,3.1,0.32,3.547407581,3.392060088,A2966800800_70,40007,1.03E-06,2.95,0.35,4.17E-12,3.700429187,A2966800800_70,40007,1.03E-06,2.95,0.35,5.536068704,4.434797489,A2966800800_70,40007,1.03E-06,2.95,0.35,69.1331635,3.347110328,A2966800800_70,40007,1.03E-06,2.95,0.35,148.5630438,1.775346366,A2966800000_15,70031,2.70E-06,70,0.3,0.000886655,1.07E-10,A2966800000_15,70031,2.70E-06,70,0.3,0.001474974,3.550939915,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4953
R1,1107.17,155.47,536.09,5.209635915,A2966800800_48,40002,1.00E-06,0.25,0.45,1.519632949,2.245079836,A2966800800_52,40016,1.05E-06,3.1,0.32,6.65879428,8.407591649,A2966800800_52,40016,1.05E-06,3.1,0.32,2.397647195,3.073709595,A2966800800_52,40016,1.05E-06,3.1,0.32,3.547407581,3.392060088,A2966800800_70,40007,1.03E-06,2.95,0.35,4.17E-12,3.700429187,A2966800800_70,40007,1.03E-06,2.95,0.35,5.536068704,4.434797489,A2966800800_70,40007,1.03E-06,2.95,0.35,69.1331635,3.347110328,A2966800800_70,40007,1.03E-06,2.95,0.35,148.5630438,1.775346366,A2966800000_15,70031,2.70E-06,70,0.3,0.000886655,1.07E-10,A2966800000_15,70031,2.70E-06,70,0.3,0.001474974,3.550939915,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5012
R1,935.05,530.57,795.36,2.908373978,A2966800800_65,40002,1.00E-06,0.25,0.45,1.12975247,2.266769359,A2966800800_65,40002,1.00E-06,0.25,0.45,16.41768607,3.488590227,A2978309900_6,40039,1.15E-06,2.8,0.45,2.049222503,3.770510533,A2978309900_6,40039,1.15E-06,2.8,0.45,69.99806979,2.876081041,A2966800800_70,40007,1.03E-06,2.95,0.35,76.75490514,3.342132061,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4385
R1,932.47,508.57,797.47,2.829523246,A2966800800_65,40002,1.00E-06,0.25,0.45,1.095586493,2.196373307,A2966800800_65,40002,1.00E-06,0.25,0.45,15.8826949,3.274720252,A2978309900_6,40039,1.15E-06,2.8,0.45,1.964601577,4.606295549,A2978309900_6,40039,1.15E-06,2.8,0.45,11.26370154,1.131150043,A2978309900_6,40039,1.15E-06,2.8,0.45,9.65E-13,1.867554373,A2978309900_6,40039,1.15E-06,2.8,0.45,0.715897269,6.455959626,A2978309900_6,40039,1.15E-06,2.8,0.45,2.729857711,2.053139028,A2978309900_6,40039,1.15E-06,2.8,0.45,48.15592098,3.107297818,A2966800800_70,40007,1.03E-06,2.95,0.35,63.12972873,3.178508042,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1672
R1,929.61,490.14,799.33,2.73997119,A2966800800_65,40002,1.00E-06,0.25,0.45,1.078345401,2.160684821,A2966800800_65,40002,1.00E-06,0.25,0.45,15.83682901,4.503769014,A2978309900_6,40039,1.15E-06,2.8,0.45,1.497001787,1.697209939,A2978309900_6,40039,1.15E-06,2.8,0.45,4.977492285,4.066545668,A2978309900_6,40039,1.15E-06,2.8,0.45,7.834525593,3.940884862,A2978309900_6,40039,1.15E-06,2.8,0.45,2.244987172,1.528551064,A2978309900_6,40039,1.15E-06,2.8,0.45,26.66468011,3.406771775,A2966800800_70,40007,1.03E-06,2.95,0.35,82.91605272,3.064382388,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0306
R1,929.95,475.03,800.09,2.732237119,A2966800800_65,40002,1.00E-06,0.25,0.45,1.069287682,2.142120828,A2966800800_65,40002,1.00E-06,0.25,0.45,20.32594345,6.249484999,A2978309900_6,40039,1.15E-06,2.8,0.45,51.6668887,3.488313838,A2966800800_70,40007,1.03E-06,2.95,0.35,78.05712018,3.011259001,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0422
R1,921.52,457.16,803.09,2.649268479,A2966800800_65,40002,1.00E-06,0.25,0.45,2.895254677,2.523880185,A2966800800_65,40002,1.00E-06,0.25,0.45,6.724221613,1.816856335,A2978309900_6,40039,1.15E-06,2.8,0.45,0.570346716,1.574655826,A2978309900_6,40039,1.15E-06,2.8,0.45,84.52940233,3.925525066,A2966800800_70,40007,1.03E-06,2.95,0.35,55.76587241,3,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1243
R1,915.01,435.32,804.94,2.032989719,A2966800800_65,40002,1.00E-06,0.25,0.45,4.179844266,2.148353831,A2966800800_65,40002,1.00E-06,0.25,0.45,11.51837696,4.898342529,A2978309900_6,40039,1.15E-06,2.8,0.45,8.495983473,4.924434238,A2978309900_6,40039,1.15E-06,2.8,0.45,3.979990598,2.597881855,A2978309900_6,40039,1.15E-06,2.8,0.45,5.168258238,2.666340629,A2978309900_6,40039,1.15E-06,2.8,0.45,44.87424556,4.026007263,A2966800800_70,40007,1.03E-06,2.95,0.35,59.59775489,3,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.674
R1,922.72,409.37,805.25,2.633537628,A2966800800_65,40002,1.00E-06,0.25,0.45,1.06866249,3.706089056,A2966800800_65,40002,1.00E-06,0.25,0.45,10.62224308,3.092098846,A2978309900_6,40039,1.15E-06,2.8,0.45,22.70864136,3.708897365,A2978309900_6,40039,1.15E-06,2.8,0.45,58.68398127,3.784861163,A2966800800_70,40007,1.03E-06,2.95,0.35,50.43185399,4.999729674,A2966800000_15,70031,2.70E-06,70,0.3,0,3,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7605
R1,925.62,385.08,805.77,2.64618919,A2966800800_65,40002,1.00E-06,0.25,0.45,1.066808918,2.136422619,A2966800800_65,40002,1.00E-06,0.25,0.45,10.99792265,3.119315161,A2978309900_6,40039,1.15E-06,2.8,0.45,6.58145655,4.927089697,A2978309900_6,40039,1.15E-06,2.8,0.45,11.62432203,1.87064376,A2978309900_6,40039,1.15E-06,2.8,0.45,1.247096404,1.247096855,A2978309900_6,40039,1.15E-06,2.8,0.45,1.247097308,1.863089605,A2978309900_6,40039,1.15E-06,2.8,0.45,35.63244835,3.713599367,A2966800800_70,40007,1.03E-06,2.95,0.35,77.54481903,3,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6185
R1,927.44,360.87,806.49,2.669632748,A2966800800_65,40002,1.00E-06,0.25,0.45,1.065464973,2.133695679,A2966800800_65,40002,1.00E-06,0.25,0.45,10.09687836,3.133525185,A2978309900_6,40039,1.15E-06,2.8,0.45,6.860735785,3.180085092,A2978309900_6,40039,1.15E-06,2.8,0.45,1.899990974,4.476895411,A2978309900_6,40039,1.15E-06,2.8,0.45,7.081720973,1.87915989,A2978309900_6,40039,1.15E-06,2.8,0.45,1.252773451,1.252773605,A2978309900_6,40039,1.15E-06,2.8,0.45,1.252773759,1.87916093,A2978309900_6,40039,1.15E-06,2.8,0.45,39.53564962,3.67776121,A2966800800_70,40007,1.03E-06,2.95,0.35,75.7469863,3,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8155
R1,927.66,336.77,807.53,2.659191921,A2966800800_65,40002,1.00E-06,0.25,0.45,1.064922792,2.132509707,A2966800800_65,40002,1.00E-06,0.25,0.45,8.103359255,2.921970522,A2978309900_6,40039,1.15E-06,2.8,0.45,8.957982745,3.17470401,A2978309900_6,40039,1.15E-06,2.8,0.45,3.467559021,4.487180081,A2978309900_6,40039,1.15E-06,2.8,0.45,5.406507183,1.876036281,A2978309900_6,40039,1.15E-06,2.8,0.45,9.981195623,1.655330878,A2978309900_6,40039,1.15E-06,2.8,0.45,35.39437145,3.690367255,A2966800800_70,40007,1.03E-06,2.95,0.35,75.0884741,3,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.328
