Type,Point X,Point Y, Point Z,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance
R1,1033.25,130.77,545.16,0.728019941,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.23598707,3.382497307,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,16.68698672,2.250382701,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,44.5149681,2.54707726,A2146801901_701,40000,1.04E-06,3.45,0.3,3.41E-13,2.54707726,A2146801901_699,40000,1.04E-06,3.45,0.3,24.41531583,6.725200521,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,14.92538257,2.666387061,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1047.23,134.01,527.68,0.795877574,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.63562343,3.674088215,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,2.200645559,3.534303732,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,12.4008823,2.439028612,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,53.7075367,2.504104389,A2146801901_701,40000,1.04E-06,3.45,0.3,3.60E-13,2.504104389,A2146801901_699,40000,1.04E-06,3.45,0.3,29.06261938,5.065245433,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,11.58186718,2.69876326,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,979.79,170.48,661.61,1.123341356,A2146801901_703,40000,1.04E-06,3.45,0.3,3.64E-13,4.22860535,A2146801901_703,40000,1.04E-06,3.45,0.3,89.01915655,1.082548595,A2146801901_701,40000,1.04E-06,3.45,0.3,54.25565243,10.81134693,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,3.42E-13,2.722229886,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,987.83,152.6,602.64,0.649228319,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,14.40357366,3.000744512,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,8.887570806,2.111962213,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,42.14574406,3.850335347,A2146801901_701,40000,1.04E-06,3.45,0.3,44.95583232,2.709745571,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,40.29934123,2.773030416,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,4.44E-13,4.180149713,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1005,152.56,581.09,0.669716887,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,29.36731662,4.496318618,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,25.78764241,2.765034146,A2146801901_701,40000,1.04E-06,3.45,0.3,60.24379837,2.717264224,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,39.37298767,2.833592627,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,2.43E-13,4.252171015,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1036.29,152.97,541.8,0.741438159,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.58005289,4.850661771,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,15.60207196,3.125093817,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,46.55114398,2.5340152,A2146801901_701,40000,1.04E-06,3.45,0.3,2.171559266,9.383550048,A2146801901_699,40000,1.04E-06,3.45,0.3,40.86138666,2.724708635,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,38.71586667,2.786131785,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,2.05E-13,4.225106195,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1043.27,154.02,533.06,0.773378718,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.15752413,3.574484193,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,16.83958146,3.177499108,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,51.19113093,2.512019035,A2146801901_701,40000,1.04E-06,3.45,0.3,52.21498645,2.738831623,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,38.58905384,2.805997861,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,1.42E-13,4.26495384,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,993.38,177.39,596.17,0.647392521,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.29062858,6.356836373,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,9.732673337,2.011163171,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,35.67703285,3.063042995,A2146801901_701,40000,1.04E-06,3.45,0.3,50.02899307,3.917265509,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,1.37E-12,2.789700957,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,42.32679543,2.925180565,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1009.45,178.35,576.02,0.672634699,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.80458323,2.711106825,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.88601242,2.074614151,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,28.61572943,10.72606621,A2146801901_701,40000,1.04E-06,3.45,0.3,57.39509588,2.801144971,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,41.91978144,2.960786416,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,1.05E-12,4.480161202,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1021.72,175.8,560.56,0.69903975,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.49714031,3.240153249,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,55.55393707,2.739239422,A2146801901_701,40000,1.04E-06,3.45,0.3,54.32526312,4.228734655,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,6.97E-13,2.799128718,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1042.39,192.51,534.95,0.76461288,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,19.11930359,3.540556085,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,15.34270672,2.360381195,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,14.16247377,2.950509814,A2146801901_701,40000,1.04E-06,3.45,0.3,101.2036386,2.852989444,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1021.91,148.45,559.77,0.703442741,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,14.74814974,4.918066582,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,15.06979158,2.157486817,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,36.36532653,2.607610492,A2146801901_701,40000,1.04E-06,3.45,0.3,3.60E-13,2.607610492,A2146801901_699,40000,1.04E-06,3.45,0.3,51.23844982,2.707337402,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1015.71,152.98,567.64,0.68075984,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.13722939,3.153589456,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,15.45509184,2.204980893,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,32.49606515,2.670673642,A2146801901_701,40000,1.04E-06,3.45,0.3,56.2693737,2.727872989,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,39.15622392,2.804376802,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,1.14E-13,4.229793111,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1019.05,210.73,564.64,0.697083828,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.22663344,3.320873038,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.69308591,2.126721813,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,23.94445595,5.440666333,A2146801901_701,40000,1.04E-06,3.45,0.3,0.814677917,10.63372434,A2146802101_679,49006,3.50E-08,4.40E-06,40661,72.83058471,2.930337234,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1031.63,219.51,549.02,0.729486969,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.99215271,4.675650365,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,14.3150475,2.234936718,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,13.40978093,2.793699579,A2146801901_701,40000,1.04E-06,3.45,0.3,0.486672741,23.15049017,A2146802101_679,49006,3.50E-08,4.40E-06,40661,84.0658648,2.932055934,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1001.85,236.08,586.74,0.664743122,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,48.12908572,5.763606962,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,7.928804008,2.528390291,A2146802101_679,49006,3.50E-08,4.40E-06,40661,0.046335793,10.23319887,A2146802101_679,49006,3.50E-08,4.40E-06,40661,79.21239685,2.879126511,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1019.16,241.35,565.12,0.692940559,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.25557118,3.195435491,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.84710394,2.130297196,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,27.18735447,3.009353886,A2146801901_701,40000,1.04E-06,3.45,0.3,0.05381937,10.65158715,A2146802101_679,49006,3.50E-08,4.40E-06,40661,87.23357243,2.917570868,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,40.80089226,2.760451753,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1029.59,244.09,552.08,0.71988393,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.93310439,3.320905096,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,14.39080294,2.213943096,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,13.28380144,2.767454381,A2146801901_701,40000,1.04E-06,3.45,0.3,2.052458656,23.95538837,A2146802101_679,49006,3.50E-08,4.40E-06,40661,92.27377818,2.866685916,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,40.29540563,2.767304344,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1004.12,207.16,583.3,0.666619512,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,64.4374944,10.29352946,A2146802101_679,49006,3.50E-08,4.40E-06,40661,66.73834828,2.875806927,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1027.12,194.51,554.16,0.706935154,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.73712674,3.284600034,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.13901811,3.284275434,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,13.13863743,2.737210917,A2146801901_701,40000,1.04E-06,3.45,0.3,94.66294301,2.856846572,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,990.51,223.15,600.72,0.654050094,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.29716321,3.207744058,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,10.03972047,3.186182064,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,12.01076339,2.968197516,A2146801901_701,40000,1.04E-06,3.45,0.3,6.008431771,3.430289038,A2146801901_701,40000,1.04E-06,3.45,0.3,5.791718863,10.05434671,A2146802101_679,49006,3.50E-08,4.40E-06,40661,71.93242911,2.914203254,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,982.21,186.18,610.39,0.653542992,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,1.1001712,1.700264583,A2149012402_2_693987_BODY_22_JT,46095,1.10E-06,2.2,0.36,70.92603594,3.204921515,A2146801901_701,40000,1.04E-06,3.45,0.3,52.36032817,2.801893567,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,988.93,256.68,603.39,0.655455177,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.3141948,3.931530328,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,40.27792347,2.517622654,A2146802101_679,49006,3.50E-08,4.40E-06,40661,0,10.07008976,A2146802101_679,49006,3.50E-08,4.40E-06,40661,84.66048313,2.755316514,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1001.85,261.72,587.27,0.669875019,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.10008815,3.680156425,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,42.00264903,2.704374193,A2146801901_701,40000,1.04E-06,3.45,0.3,0.004690252,10.30222972,A2146802101_679,49006,3.50E-08,4.40E-06,40661,87.98549383,2.707548244,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,39.54684136,2.765783445,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1015.13,265.57,570.67,0.692953409,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.34257963,3.211553579,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.91692013,2.141040969,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,13.62779508,3.219454329,A2146801901_701,40000,1.04E-06,3.45,0.3,13.55580968,10.70529607,A2146802101_679,49006,3.50E-08,4.40E-06,40661,92.21371948,2.700678832,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1025.09,267.54,558.2,0.704400122,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.71016641,4.441138056,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.05038433,2.186422229,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,13.77209878,2.742743937,A2146801901_701,40000,1.04E-06,3.45,0.3,13.49338339,11.97144569,A2146802101_679,49006,3.50E-08,4.40E-06,40661,96.92230408,2.691049542,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,39.10439994,2.695990089,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1027.41,271.07,555.37,0.715073333,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.82176211,4.266867554,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,2.97661671,2.515255551,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,8.786942785,2.196717971,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,13.53935865,3.07574713,A2146801901_701,40000,1.04E-06,3.45,0.3,5.979042042,19.58319528,A2146802101_679,49006,3.50E-08,4.40E-06,40661,58.05395452,12.93571967,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,27.76997646,2.694283284,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,39.10763876,2.684914853,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,989.04,287.3,603.88,0.657704983,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.33905558,3.025719961,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,5.761494218,2.524523245,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,31.35135214,1.613733884,A2146801901_701,40000,1.04E-06,3.45,0.3,0.312956604,2.150447369,A2146802101_679,49006,3.50E-08,4.40E-06,40661,0.058055221,9.953186951,A2146802101_679,49006,3.50E-08,4.40E-06,40661,88.09806735,2.646,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1003.16,287.51,586.15,0.670559061,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.74764634,3.101385938,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.43949934,2.067594648,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,26.33918992,2.962792867,A2146801901_701,40000,1.04E-06,3.45,0.3,0.058104592,10.3380533,A2146802101_679,49006,3.50E-08,4.40E-06,40661,90.47764266,2.646000134,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1015.89,293.89,570.3,0.694743676,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.30171046,8.440137419,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,8.647971678,2.135998127,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,27.66139211,2.670017046,A2146802101_679,49006,3.50E-08,4.40E-06,40661,0,10.68006819,A2146802101_679,49006,3.50E-08,4.40E-06,40661,94.21575284,2.646049046,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1022.73,297.58,561.78,0.704162861,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.51207667,4.508573176,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.08157417,2.180247122,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,28.23441282,2.725327952,A2146802101_679,49006,3.50E-08,4.40E-06,40661,0,10.90131181,A2146802101_679,49006,3.50E-08,4.40E-06,40661,96.72571711,2.646059944,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,989.95,313.24,603.26,0.653265838,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.3514244,3.028016861,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,5.499403512,1.53252661,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,17.16843891,3.583828414,A2146801901_701,40000,1.04E-06,3.45,0.3,15.91530563,10.00527525,A2146802101_679,49006,3.50E-08,4.40E-06,40661,88.57080202,2.646001407,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1003.68,311.76,586,0.675421811,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.75594463,4.13727028,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,12.41181084,2.06862134,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,26.31307973,2.697214706,A2146801901_701,40000,1.04E-06,3.45,0.3,0.364338352,10.3431757,A2146802101_679,49006,3.50E-08,4.40E-06,40661,90.85082237,2.646002094,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
