Type,Point X,Point Y, Point Z,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance
R2,993.38,177.39,596.17,0.672698376,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.92741118,3.134647381,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.58378342,2.089777674,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,36.82406619,1.856199233,A2146801901_701,40000,1.04E-06,3.45,0.3,99.37462929,23.16116205,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1009.45,178.35,576.02,0.684178475,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.09279776,4.12970709,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,12.75243859,2.110219291,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,161.5179817,3.392233629,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,9.19845623,9.011053322,A2146802402_4_45703_OUT_STREBE_FERTIGTEIL_JT,46074,7.80E-06,210,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1021.72,175.8,560.56,0.688392168,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.23062868,3.321248034,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.70401258,1.615680717,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,170.1064222,27.41788705,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1042.39,192.51,534.95,0.699023802,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.47923509,3.236846331,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,14.02659573,2.157906842,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,30.32199534,3.443074885,A2146801901_701,40000,1.04E-06,3.45,0.3,164.8826265,4.760829372,A2146801901_701,40000,1.04E-06,3.45,0.3,42.27356623,2.081689794,A2146801901_696,40002,1.05E-06,3.6,0.4,5.91E-13,2.711549884,A2146801901_696,40002,1.05E-06,3.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1021.91,148.45,559.77,0.693865143,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,14.45021777,4.904257694,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,14.80929211,2.227411124,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,34.52714439,4.785631398,A2146801901_701,40000,1.04E-06,3.45,0.3,4.431654864,5.765946488,A2146801901_699,40000,1.04E-06,3.45,0.3,126.5249948,3.75861902,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,5.087737568,6.633268203,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1015.71,152.98,567.64,0.686238841,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.25905928,3.178970684,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,14.98521524,2.816992756,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,23.43755948,5.294579783,A2146801901_701,40000,1.04E-06,3.45,0.3,9.228171103,11.29803843,A2146801901_699,40000,1.04E-06,3.45,0.3,111.9922884,17.8542389,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1019.05,210.73,564.64,0.695740932,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.26892782,4.108444064,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,12.74887853,3.1710047,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,12.7359092,2.653309757,A2146802101_679,49006,3.50E-08,4.40E-06,40661,0,10.61323903,A2146802101_679,49006,3.50E-08,4.40E-06,40661,185.4889227,5.428440704,A2146802402_4_45703_OUT_STREBE_FERTIGTEIL_JT,46074,7.80E-06,210,0.3,21.95742844,4.106696228,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,15.15476494,2.674367863,A2146800102_15,46096,9.70E-07,2.3,0.4,34.43725721,3.082439594,A2146800102_15,46096,9.70E-07,2.3,0.4,14.65258689,2.421281015,A2146800102_15,46096,9.70E-07,2.3,0.4,16.28586163,13.15911228,A2146800102_15,46096,9.70E-07,2.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1031.63,219.51,549.02,0.698713197,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.27209186,4.996330956,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.19647324,2.140655604,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,14.69465821,2.324213016,A2146801901_701,40000,1.04E-06,3.45,0.3,231.0416637,1.891821939,A2146801901_701,40000,1.04E-06,3.45,0.3,18.85341772,1.287011112,A2146801901_696,40002,1.05E-06,3.6,0.4,2.41E-13,2.574867932,A2146801901_696,40002,1.05E-06,3.6,0.4,2.29E-13,2.565137489,A2146801901_696,40002,1.05E-06,3.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1001.85,236.08,586.74,0.678718608,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.42179909,3.236378309,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.13781711,2.09910957,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,14.71344256,2.975590379,A2146801901_701,40000,1.04E-06,3.45,0.3,1.131064027,10.77993852,A2146802101_679,49006,3.50E-08,4.40E-06,40661,235.4778987,5.397179183,A2146802402_4_45703_OUT_STREBE_FERTIGTEIL_JT,46074,7.80E-06,210,0.3,25.91211133,8.984295076,A2146800102_16,46014,9.50E-07,1.15,0.43,1.73461729,3.799759107,A2146800102_15,46096,9.70E-07,2.3,0.4,63.25927309,2.555367065,A2146800102_15,46096,9.70E-07,2.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1019.16,241.35,565.12,0.690270514,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.12994909,4.242256845,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.79374688,2.122089371,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,12.73267273,2.652636088,A2146802101_679,49006,3.50E-08,4.40E-06,40661,0.269238268,10.34130608,A2146802101_679,49006,3.50E-08,4.40E-06,40661,209.3787516,2.979093899,A2146801901_701,40000,1.04E-06,3.45,0.3,2.571222486,4.724793632,A2146801901_701,40000,1.04E-06,3.45,0.3,10.47578825,6.151509242,A2146801901_701,40000,1.04E-06,3.45,0.3,1.892997733,4.861600886,A2146801901_701,40000,1.04E-06,3.45,0.3,2.895414945,2.599910447,A2146801901_701,40000,1.04E-06,3.45,0.3,25.21635577,2.996525959,A2146800102_15,46096,9.70E-07,2.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1029.59,244.09,552.08,0.694874939,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,19.38923985,13.99161204,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,15.98499679,2.671312158,A2146801901_701,40000,1.04E-06,3.45,0.3,160.3709661,18.59767573,A2146801901_701,40000,1.04E-06,3.45,0.3,24.3187339,5.163761692,A2146801901_696,40002,1.05E-06,3.6,0.4,2.36E-13,5.005184673,A2146801901_696,40002,1.05E-06,3.6,0.4,13.77541209,3.58269012,A2146800801_534,46095,1.10E-06,2.2,0.36,26.88961356,5.644483069,A2146800801_526,47723,6.80E-07,2.00E-02,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1004.12,207.16,583.3,0.680844769,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.03136317,6.112255636,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,25.42730579,2.628296786,A2146801901_701,40000,1.04E-06,3.45,0.3,1.060871152,10.00011713,A2146802101_679,49006,3.50E-08,4.40E-06,40661,157.8587149,3.19663974,A2146802402_4_45703_OUT_STREBE_FERTIGTEIL_JT,46074,7.80E-06,210,0.3,54.8460018,3.277957319,A2146800102_16,46014,9.50E-07,1.15,0.43,48.27646441,3.725658291,A2146800102_15,46096,9.70E-07,2.3,0.4,74.4880645,2.731507338,A2146800102_15,46096,9.70E-07,2.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1027.12,194.51,554.16,0.689127339,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.29032554,3.241173962,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.83569077,2.134584443,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,12.8076722,2.668260115,A2146801901_701,40000,1.04E-06,3.45,0.3,201.4347714,17.2138077,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,3.109698434,3.345372214,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,38.09215417,3.050633331,A2146800102_15,46096,9.70E-07,2.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,990.51,223.15,600.72,0.67831121,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,20.61572593,28.24229815,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.60865764,2.808211827,A2146802101_679,49006,3.50E-08,4.40E-06,40661,0,10.42729929,A2146802101_679,49006,3.50E-08,4.40E-06,40661,205.6998472,5.133834169,A2146800102_16,46014,9.50E-07,1.15,0.43,92.57601645,5.485870027,A2146800102_15,46096,9.70E-07,2.3,0.4,32.58978648,2.645805124,A2146800102_15,46096,9.70E-07,2.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,982.21,186.18,610.39,0.678451003,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,1.142101229,1.765065536,A2149012402_2_693987_BODY_22_JT,46095,1.10E-06,2.2,0.36,13.14940383,4.916561072,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,11.78036696,2.612056029,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,27.88019126,2.961825752,A2146801901_701,40000,1.04E-06,3.45,0.3,105.3205419,6.384630975,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,988.93,256.68,603.39,0.67786332,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.83035382,4.207485524,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,12.71503955,1.624815262,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,27.21508528,2.603692988,A2146802101_679,49006,3.50E-08,4.40E-06,40661,0,10.41477195,A2146802101_679,49006,3.50E-08,4.40E-06,40661,37.34328282,12.78615456,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,128.9087614,1.733094657,A2146800801_537,47728,1.40E-06,2.85,0.3,2.82926239,4.955727023,A2146800801_537,47728,1.40E-06,2.85,0.3,0.498227004,2.149660125,A2146800801_537,47728,1.40E-06,2.85,0.3,6.65E-07,1.832100366,A2146800801_537,47728,1.40E-06,2.85,0.3,0.317559094,3.862670538,A2146800801_537,47728,1.40E-06,2.85,0.3,4.591692304,1.632092898,A2146800801_537,47728,1.40E-06,2.85,0.3,14.49035804,1.632092898,A2146800801_537,47728,1.40E-06,2.85,0.3,38.4622459,1.872213749,A2146802402_4_45703_OUT_STREBE_FERTIGTEIL_JT,46074,7.80E-06,210,0.3,60.78507542,2.213065614,A2146800102_15,46096,9.70E-07,2.3,0.4,0.283219375,3.120356236,A2146800102_15,46096,9.70E-07,2.3,0.4,,,,,,,,
R2,1001.85,261.72,587.27,0.682278389,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.9986361,5.583543296,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,29.28347668,2.962302794,A2146801901_701,40000,1.04E-06,3.45,0.3,0.94121221,11.31271267,A2146802101_679,49006,3.50E-08,4.40E-06,40661,24.54994604,3.010111784,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,154.3616282,2.194346946,A2146800801_537,47728,1.40E-06,2.85,0.3,15.5588268,2.498329919,A2146800801_537,47728,1.40E-06,2.85,0.3,2.268220501,3.911858546,A2146800801_537,47728,1.40E-06,2.85,0.3,31.74652142,1.526278559,A2146802402_4_45703_OUT_STREBE_FERTIGTEIL_JT,46074,7.80E-06,210,0.3,62.81567019,3.064966441,A2146800102_15,46096,9.70E-07,2.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1015.13,265.57,570.67,0.684841564,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.13956409,8.424121733,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,8.503842797,2.115978194,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,15.34098523,10.57997783,A2146802101_679,49006,3.50E-08,4.40E-06,40661,22.41987879,3.740196095,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,128.8104274,2.640582339,A2146800801_527,47739,1.01E-06,2.291517,0.3,1.546369944,5.303037456,A2146800801_527,47739,1.01E-06,2.291517,0.3,89.83740702,2.835028587,A2146801901_701,40000,1.04E-06,3.45,0.3,1.265157332,10.66119721,A2146800801_534,46095,1.10E-06,2.2,0.36,2.147722684,2.290283473,A2146800102_15,46096,9.70E-07,2.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1025.09,267.54,558.2,0.686194705,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,37.81228695,3.175090501,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,7.659739697,3.216706117,A2146802101_679,49006,3.50E-08,4.40E-06,40661,0.450585106,6.109087343,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,1.269718081,4.909162172,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,9.15E-06,1.877354565,A2146801901_701,40000,1.04E-06,3.45,0.3,9.20E-06,7.822339612,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,1.89E-12,9.386818572,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,4.282647835,2.638373369,A2146801901_701,40000,1.04E-06,3.45,0.3,118.1174182,2.503639961,A2146800801_527,47739,1.01E-06,2.291517,0.3,12.66705847,4.793166076,A2146800801_527,47739,1.01E-06,2.291517,0.3,25.09654119,0.737269458,A2146801901_701,40000,1.04E-06,3.45,0.3,42.12615124,7.080740333,A2146800801_534,46095,1.10E-06,2.2,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1027.41,271.07,555.37,0.694392472,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,37.80014627,3.179707178,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,8.973724779,3.678096772,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,3.817736841,4.621123809,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,1.99E-12,6.835860985,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,0.891099968,4.357090654,A0009907006_1,46074,7.80E-06,210,0.3,11.65794804,2.834997063,A2146801901_701,40000,1.04E-06,3.45,0.3,194.4404477,6.782770584,A2146800801_534,46095,1.10E-06,2.2,0.36,11.08224158,7.102194075,A2146800801_527,47739,1.01E-06,2.291517,0.3,8.243214383,2.073675442,A2146800801_528,47735,1.01E-06,2.291517,0.3,1.27E-13,3.907329127,A2146800801_528,47735,1.01E-06,2.291517,0.3,0,2.791945605,A2146800801_526,47723,6.80E-07,2.00E-02,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,989.04,287.3,603.88,0.679006594,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.86824147,3.123717074,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.5362745,2.082482713,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,18.20818179,7.002960977,A2146801901_701,40000,1.04E-06,3.45,0.3,4.360358522,10.41249474,A2146802101_679,49006,3.50E-08,4.40E-06,40661,36.50164275,4.581168287,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,49.75826198,3.185586578,A2146800801_534,46095,1.10E-06,2.2,0.36,132.5142356,11.68958908,A2146800801_534,46095,1.10E-06,2.2,0.36,20.60631684,1.873268346,A2146802402_4_45703_OUT_STREBE_FERTIGTEIL_JT,46074,7.80E-06,210,0.3,63.31701195,3.122113859,A2146800102_15,46096,9.70E-07,2.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1003.16,287.51,586.15,0.680975479,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.00780314,3.151147834,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.64668242,2.099713045,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,15.42343762,2.98767001,A2146801901_701,40000,1.04E-06,3.45,0.3,1.158381511,11.16154418,A2146802101_679,49006,3.50E-08,4.40E-06,40661,6.246146846,13.12485637,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,4.174205046,3.006702962,A2146802402_4_582403_OUT_FERTIGTEIL_KST_STREBE_BFS_JT,46037,1.69E-06,13.9395,0.35,46.78974243,3.120085056,A2146800801_534,46095,1.10E-06,2.2,0.36,143.4213598,2.908966418,A2146800801_534,46095,1.10E-06,2.2,0.36,16.31731925,1.836777339,A2146802402_4_45703_OUT_STREBE_FERTIGTEIL_JT,46074,7.80E-06,210,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1015.89,293.89,570.3,0.688364474,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.18672785,9.409211479,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,8.478109641,2.116385843,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,15.34391876,10.58200279,A2146802101_679,49006,3.50E-08,4.40E-06,40661,55.20677582,3.066509607,A2146800801_534,46095,1.10E-06,2.2,0.36,144.7980964,2.869193416,A2146800801_534,46095,1.10E-06,2.2,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1022.73,297.58,561.78,0.686590666,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,20.25117713,4.086229573,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.49083409,3.169341786,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,10.76697455,10.62927251,A2146802101_679,49006,3.50E-08,4.40E-06,40661,14.93765152,5.648797266,A2146801901_701,40000,1.04E-06,3.45,0.3,22.52509717,3.039487299,A2146800801_534,46095,1.10E-06,2.2,0.36,145.5014073,2.849157658,A2146800801_534,46095,1.10E-06,2.2,0.36,20.17786194,4.083517284,A2146800801_534,46095,1.10E-06,2.2,0.36,7.134071457,4.975466947,A2146800801_534,46095,1.10E-06,2.2,0.36,15.03654639,2.969631321,A2146800801_534,46095,1.10E-06,2.2,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,989.95,313.24,603.26,0.674099441,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.26821069,3.532869056,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,12.73640333,1.995332478,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,37.12827766,2.876758717,A2146801901_701,40000,1.04E-06,3.45,0.3,89.92864721,3.183199978,A2146800801_534,46095,1.10E-06,2.2,0.36,141.9063833,2.955864556,A2146800801_534,46095,1.10E-06,2.2,0.36,17.38794517,1.871938955,A2146802402_4_45703_OUT_STREBE_FERTIGTEIL_JT,46074,7.80E-06,210,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1003.68,311.76,586,0.685624657,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.00905804,1.416583108,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,10.13959113,29.28656391,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,15.27901825,2.777535187,A2146801901_701,40000,1.04E-06,3.45,0.3,63.81991664,3.119547308,A2146800801_534,46095,1.10E-06,2.2,0.36,143.4986158,2.908566977,A2146800801_534,46095,1.10E-06,2.2,0.36,15.01196633,1.678035382,A2146802402_4_45703_OUT_STREBE_FERTIGTEIL_JT,46074,7.80E-06,210,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1015.61,322.83,571.25,0.692424047,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,20.51401397,5.081968094,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,30.41022254,2.272250432,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,16.82758254,4.519116751,A2146801901_701,40000,1.04E-06,3.45,0.3,38.9952693,3.069589146,A2146800801_534,46095,1.10E-06,2.2,0.36,144.794286,2.871478014,A2146800801_534,46095,1.10E-06,2.2,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,990.36,339.09,603.27,0.671631181,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.87280853,3.124575955,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,5.727554715,2.118227914,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,44.83491755,2.873225098,A2146801901_701,40000,1.04E-06,3.45,0.3,89.90536391,3.183244291,A2146800801_534,46095,1.10E-06,2.2,0.36,40.63495954,5.652839407,A2228990600_1,46063,2.66E-06,70,0.3,2.512416543,3.47910036,A2228990600_1,46063,2.66E-06,70,0.3,3.669059584,7.543878888,A2228990600_1,46063,2.66E-06,70,0.3,0.530333443,35.77978136,A2228990600_1,46063,2.66E-06,70,0.3,3.953258661,4.086474277,A2228990600_1,46063,2.66E-06,70,0.3,34.13196315,2.955897489,A2146800801_534,46095,1.10E-06,2.2,0.36,17.33591305,1.83746357,A2146802402_4_45703_OUT_STREBE_FERTIGTEIL_JT,46074,7.80E-06,210,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1004.33,333.62,585.62,0.678636472,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.94751425,3.529044024,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,117.6834737,3.118226056,A2146800801_534,46095,1.10E-06,2.2,0.36,79.03261392,9.169998413,A2228990600_1,46063,2.66E-06,70,0.3,7.032860466,5.759571557,A2228990600_1,46063,2.66E-06,70,0.3,4.186951476,1.231456317,A2228990600_1,46063,2.66E-06,70,0.3,37.17537355,2.907585561,A2146800801_534,46095,1.10E-06,2.2,0.36,14.89130997,1.835741514,A2146802402_4_45703_OUT_STREBE_FERTIGTEIL_JT,46074,7.80E-06,210,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
