x,y,z,Thickness_r1_1,r1P2_1,r1P3_1,Distance_r1_1,Thickness_r1_2,r1P2_2,r1P3_2,Distance_r1_2,Thickness_r1_3,r1P2_3,r1P3_3,Distance_r1_3,Thickness_r1_4,r1P2_4,r1P3_4,Distance_r1_4,Thickness_r1_5,r1P2_5,r1P3_5,Distance_r1_5,Thickness_r1_6,r1P2_6,r1P3_6,Distance_r1_6,Thickness_r1_7,r1P2_7,r1P3_7,Distance_r1_7,Thickness_r1_8,r1P2_8,r1P3_8,Distance_r1_8,Thickness_r1_9,r1P2_9,r1P3_9,Distance_r1_9,Thickness_r1_10,r1P2_10,r1P3_10,Distance_r1_10,Thickness_r2_1,r2P2_1,r2P3_1,Distance_r2_1,Thickness_r2_2,r2P2_2,r2P3_2,Distance_r2_2,Thickness_r2_3,r2P2_3,r2P3_3,Distance_r2_3,Thickness_r2_4,r2P2_4,r2P3_4,Distance_r2_4,Thickness_r2_5,r2P2_5,r2P3_5,Distance_r2_5,Thickness_r2_6,r2P2_6,r2P3_6,Distance_r2_6,Thickness_r2_7,r2P2_7,r2P3_7,Distance_r2_7,Thickness_r2_8,r2P2_8,r2P3_8,Distance_r2_8,Thickness_r2_9,r2P2_9,r2P3_9,Distance_r2_9,Thickness_r2_10,r2P2_10,r2P3_10,Distance_r2_10,A3MS
943.45,487.85,572.95,1.120035749,69,0.22,0.301094289,0.833027533,69,0.22,5.687750321,1.806571889,69,0.22,26.90068207,2.709848601,69,0.22,10.43811221,2.427094846,0.006304,0.07,0.082024194,9.963255579,0.006304,0.07,89.27160345,2.683486423,70,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.097145874,69,0.22,0.56376651,1.559754012,69,0.22,10.64961716,3.382592271,69,0.22,14.38560335,6.793368374,69,0.22,2.385055839,2.614095229,69,0.22,45.18177633,1.283989592,3.35,0.316,0,0.534056571,3.35,0.316,0,3.193527653,3.35,0.316,0.217906696,1.160594546,2.55,0.36,4.25E-13,2.32613569,2.55,0.36,3.66433522,27.2231
942.82,348.58,578.79,1.109976968,69,0.22,0.302758823,0.837632744,69,0.22,5.720398607,1.816558799,69,0.22,12.61668826,1.614713724,69,0.22,12.81679018,2.724829409,69,0.22,109.6289901,2.651678821,70,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.040343299,69,0.22,0.556526806,1.539724162,69,0.22,10.51507722,3.339154473,69,0.22,21.02166227,2.92499241,69,0.22,6.040396532,2.629843441,69,0.22,39.62809222,1.34660746,3.35,0.316,0,0.559530753,3.35,0.316,0,3.339124657,3.35,0.316,1.106559158,2.753382389,2.55,0.36,7.84284212,2.674747417,2.95,0.35,10.62105224,27.2816
944.22,441.77,565.67,1.122314335,69,0.22,0.300410757,0.831136427,69,0.22,5.675201808,1.809056109,69,0.22,22.87131027,6.320426842,69,0.22,10.75903901,2.503422952,2.95,0.35,0.113677825,10.12527143,0.006304,0.07,85.52557187,2.653027141,70,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.140948303,69,0.22,0.573069309,1.585491754,69,0.22,10.82603788,3.497548588,69,0.22,0.287891452,0.799051127,69,0.22,5.314546644,8.791334283,69,0.22,2.538458493,4.68205379,69,0.22,43.24941551,1.265257925,3.35,0.316,0,0.526458942,3.35,0.316,0,3.150351287,3.35,0.316,1.388814428,19.4320836,2.55,0.36,12.64643542,27.3877
942.85,515.16,572.57,2.188428826,69,0.22,0.000290311,2.008138834,69,0.22,9.836229111,2.735876291,69,0.22,0.00015539,32.41706597,2.95,0.35,2.454666124,0.055872766,2.95,0.35,10.04103418,89.74936064,11.442,0.35,5.198490534,0,11.442,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,4.098079184,69,0.22,0.000605454,3.760404077,69,0.22,18.41984194,5.123313417,69,0.22,9.743499135,2.607429394,69,0.22,45.67241704,1.279381571,3.35,0.316,0,0.53218615,3.35,0.316,0,3.182883015,3.35,0.316,0.234394576,1.139784867,2.55,0.36,4.25E-13,2.3191946,2.55,0.36,3.660675979,2.606536002,2.95,0.35,27.74811468,27.4706
944.23,452.17,565.59,1.123713383,69,0.22,0.300361024,0.830998833,69,0.22,5.674174298,2.402868654,69,0.22,7.714671101,1.145840312,69,0.22,1.991636038,1.181811929,69,0.22,0.099471409,6.391500934,69,0.22,4.04E-10,2.703249214,69,0.22,4.04E-10,1.001203412,69,0.22,17.12075388,2.503008512,2.95,0.35,0.123871937,10.12348601,0.006304,0.07,85.641646,2.144361979,69,0.22,0.573173524,1.585780082,69,0.22,10.82783853,3.439033781,69,0.22,6.386571404,2.819789763,69,0.22,8.567135539,4.703243731,69,0.22,43.35782493,1.262896419,3.35,0.316,0,0.525501568,3.35,0.316,0,3.144914079,3.35,0.316,5.4982133,6.16494063,46015,0,0.3054517,0.318607748,2.55,0.36,0.759961098,27.5744
943.42,363.02,573.2,1.117863087,69,0.22,0.301510843,0.834179998,69,0.22,5.696677294,2.412066683,69,0.22,26.3338446,2.713597583,69,0.22,20.83716807,1.736741179,2.95,0.35,86.54483476,2.652468165,70,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.089020668,69,0.22,0.56345217,1.558884336,69,0.22,10.64565758,4.493606519,69,0.22,13.5595607,6.972987296,69,0.22,2.255637044,2.622537654,69,0.22,42.7580117,1.313927472,3.35,0.316,0,0.546224789,3.35,0.316,0,3.262958686,3.35,0.316,8.384528282,2.640019902,2.95,0.35,28.62270123,2.508567481,2.45,0.33,8.467597877,27.885
943.55,404.53,571.99,1.119862733,69,0.22,0.301289447,0.833567471,69,0.22,5.692138667,1.807742795,69,0.22,26.91741639,2.711605025,69,0.22,10.4448776,2.42890693,0.006304,0.07,0.081838425,9.975649567,0.006304,0.07,86.09702738,2.6526071,70,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.099955527,69,0.22,0.564974993,1.563097481,69,0.22,10.6737616,3.389843094,69,0.22,13.30315596,2.913542659,69,0.22,6.359190497,2.615030442,69,0.22,44.02795053,1.299411568,3.35,0.316,0,0.540322453,3.35,0.316,0,3.229254785,3.35,0.316,1.071891209,2.670497302,2.55,0.36,3.836079223,2.515634829,2.95,0.35,28.84178057,28.4078
942.99,445.15,577.23,1.114343181,69,0.22,0.302299458,0.836361833,69,0.22,5.710893516,1.915151552,69,0.22,11.89242324,9.982156768,69,0.22,18.23263724,2.436809218,0.006304,0.07,0.082352879,9.994295707,0.006304,0.07,86.52590936,2.651855393,70,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058541157,69,0.22,0.558441857,1.54502247,69,0.22,10.54973395,3.537866838,69,0.22,19.05584892,2.92232894,69,0.22,6.035044951,2.615172664,69,0.22,42.31645513,1.315395056,3.35,0.316,0,0.546818219,3.35,0.316,0,3.266314761,3.35,0.316,6.54985899,10.73507932,2.55,0.36,7.904694648,3.091817794,0.006304,0.07,11.23194695,28.9854
943.34,268.59,573.9,1.112001916,69,0.22,0.301663532,0.834602437,69,0.22,5.700365083,1.809987226,69,0.22,26.74247512,2.918645998,69,0.22,20.13423547,0.930131149,0.006304,0.07,2.571752191,7.638820401,0.006304,0.07,73.54617402,3.573209599,11.442,0.35,0.606710473,2.678872375,70,0.3,0,0,0,0,0,0,0,0,0,2.073780328,69,0.22,0.562574478,1.556456055,69,0.22,10.63057266,3.691340799,69,0.22,15.15695841,2.916718275,69,0.22,6.065532453,2.906866727,69,0.22,41.03841818,1.334495004,3.35,0.316,0,0.554598726,3.35,0.316,0,3.310889567,3.35,0.316,1.097641713,2.732098551,2.55,0.36,6.142650802,2.667843858,2.95,0.35,12.847183,29.0967
942.45,321.74,582.32,1.114583436,69,0.22,0.303735716,0.84033548,69,0.22,5.739097624,1.822420026,69,0.22,12.65715649,1.619923817,69,0.22,12.8581453,2.733621441,69,0.22,110.0241563,2.651053919,70,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.026510562,69,0.22,0.552245454,1.52787909,69,0.22,10.43462581,3.336346239,69,0.22,25.01109858,5.566318268,69,0.22,3.260791971,2.472443458,69,0.22,37.3238746,1.372737027,3.35,0.316,0,0.57019562,3.35,0.316,0,3.400436288,3.35,0.316,1.126005981,2.799936534,2.55,0.36,10.33130958,2.679846264,2.95,0.35,7.572284638,29.1194
944.12,288.11,566.58,1.118359108,69,0.22,0.300513401,0.831420411,69,0.22,7.331002208,1.803081962,69,0.22,19.07063561,7.654208757,69,0.22,15.75801976,2.511021752,2.95,0.35,0.446240048,10.18303217,0.006304,0.07,80.97705275,2.652427481,70,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.128280108,69,0.22,0.571888484,1.582224806,69,0.22,13.95107469,4.397954781,69,0.22,3.641833732,7.988223677,69,0.22,2.464481803,4.217512092,69,0.22,41.78970372,1.295697217,3.35,0.316,0,0.538813481,3.35,0.316,0,3.220645383,3.35,0.316,1.069179459,2.664234356,2.55,0.36,3.627362027,2.629268422,2.95,0.35,28.09704209,29.7143
942.36,374.71,583.14,1.111648403,69,0.22,0.30398342,0.841020794,69,0.22,5.743328363,1.82390622,69,0.22,27.15780471,2.735850776,69,0.22,12.19864825,3.234143925,2.95,0.35,94.69273066,2.650827954,70,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.015924331,69,0.22,0.551260246,1.525153347,69,0.22,10.41519551,3.307555423,69,0.22,25.97625084,2.930777793,69,0.22,46.09024047,1.365960177,3.35,0.316,0,0.567423969,3.35,0.316,0,3.384441403,3.35,0.316,1.120912043,2.78770443,2.55,0.36,9.988822566,2.681045445,2.95,0.35,7.843150591,11.92878156,0.006304,0.07,5.724013553,29.8908
942.33,333.92,583.39,1.10817805,69,0.22,0.304060895,0.841235142,69,0.22,5.745141551,1.824371061,69,0.22,12.6708076,1.621658104,69,0.22,12.8719112,2.736548051,69,0.22,110.1558216,2.650837555,70,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.008025728,69,0.22,0.550960289,1.524323467,69,0.22,10.41016161,3.623410317,69,0.22,25.94965466,2.925224046,69,0.22,5.831512872,1.34260608,69,0.22,38.03326399,1.37673399,3.35,0.316,0,0.571828482,3.35,0.316,0,3.409837102,3.35,0.316,1.128991668,2.807089702,2.55,0.36,10.81285931,2.681412508,2.95,0.35,6.974666086,30.8121
942.43,295.34,582.44,1.107281644,69,0.22,0.303773223,0.840439251,69,0.22,5.740032118,2.430165065,69,0.22,12.0509737,1.620123857,69,0.22,12.85973311,2.733959008,69,0.22,18.0075882,2.94677927,2.95,0.35,89.08320531,2.651082334,70,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.012456542,69,0.22,0.552100194,1.527477203,69,0.22,13.46834293,3.312586308,69,0.22,22.14727677,3.046979212,69,0.22,5.808029213,2.37111906,69,0.22,36.90938106,1.378693698,3.35,0.316,0,0.572631919,3.35,0.316,0,3.414495317,3.35,0.316,1.130482778,2.810684691,2.55,0.36,10.7831429,2.680022455,2.95,0.35,7.036479729,30.854
946.98,-60.83,539.73,1.194666894,69,0.22,0.010441141,0,69,0.22,0.313234231,0.866614705,69,0.22,5.934941295,1.868304199,69,0.22,2.265131591,10.32288616,69,0.22,4.137971638,4.357788105,69,0.22,41.03750211,2.610285256,2.95,0.35,0.010220363,10.44114103,0.006304,0.07,36.21922965,2.65,70,0.3,0,0,0,0,0,2.322670294,69,0.22,0.020299657,0,69,0.22,4.317348537,2.780303897,69,0.22,2.040331323,2.086681272,69,0.22,2.501981718,2.608390095,69,0.22,15.93674456,3.874680777,2.2,0.36,2.848089551,3.295927155,2.2,0.36,245.5860141,47.90281487,2.6,0.4,0,0,0,0,0,0,0,0,0,30.876
942.49,465.04,581.94,1.110610181,69,0.22,0.302636451,0.837294181,69,0.22,5.717107608,2.421071194,69,0.22,7.279939746,11.32470569,69,0.22,21.04365023,2.439524994,0.006304,0.07,0.082445377,10.00543632,0.006304,0.07,87.39014849,2.672110381,70,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.028300398,69,0.22,0.552703049,1.529145104,69,0.22,10.44104369,4.421564621,69,0.22,23.49785323,4.437678532,69,0.22,47.19469589,1.335009884,3.35,0.316,0,0.554797389,3.35,0.316,0,3.311911168,3.35,0.316,1.097926061,2.732711347,2.55,0.36,20.47575503,9.882857511,0.006304,0.07,6.157211032,2.506209837,2.45,0.33,42.26190657,31.3065
941.87,308.98,587.71,1.107424538,69,0.22,0.305507485,0.845237374,69,0.22,5.772703688,2.444038745,69,0.22,12.11987246,1.629373251,69,0.22,12.93315018,2.749567362,69,0.22,110.7362414,2.650194886,70,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.978589464,69,0.22,0.545837544,1.510150538,69,0.22,10.3137816,3.275019525,69,0.22,30.03848817,2.905118931,69,0.22,43.0975092,1.408947606,3.35,0.316,0,0.585028614,3.35,0.316,0,3.486247826,2.55,0.36,3.81E-13,1.498606398,2.55,0.36,5.36E-13,2.520584009,2.55,0.36,13.98209661,2.687825912,2.95,0.35,3.328020403,31.5414
945.89,368.53,549.95,1.139692664,69,0.22,0.300329068,0.83091042,69,0.22,5.67422262,1.801981403,69,0.22,18.75610769,3.411625938,69,0.22,17.77819585,2.502742249,2.95,0.35,2.20569398,10.42938299,0.006304,0.07,83.05155269,2.650200725,70,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.255226459,69,0.22,0.594291848,1.644207446,69,0.22,13.65178884,2.288624282,69,0.22,1.626721905,2.853126924,69,0.22,1.799160603,2.64989097,69,0.22,43.21097886,1.229912201,3.35,0.316,0,0.512136822,3.35,0.316,0,3.069067625,3.35,0.316,2.396235101,2.593073724,2.55,0.36,1.915262113,2.536002326,2.95,0.35,20.62260478,31.8459
947.18,379.23,537.83,1.153206448,69,0.22,0.010076141,0,69,0.22,0.302284223,0.836319683,69,0.22,6.002152496,1.800248131,69,0.22,0.002084394,1.200178705,69,0.22,0.495362885,11.06014466,69,0.22,27.17068102,2.519035241,2.95,0.35,5.344061483,10.80579171,0.006304,0.07,80.23262096,2.650238615,70,0.3,0,0,0,0,0,2.334021628,69,0.22,0.020393513,0,69,0.22,4.074346463,2.653819597,69,0.22,2.448914707,0.156094536,69,0.22,2.462959748,2.565474997,69,0.22,46.64628838,1.209069832,3.35,0.316,0,0.503682007,3.35,0.316,0,3.020974517,3.35,0.316,4.25E-13,1.308534695,2.55,0.36,2.78E-13,2.213748407,2.55,0.36,3.130425115,31.8856
937.97,-165.98,624.34,1.096309871,69,0.22,0.316943308,0.876876485,69,0.22,5.993154698,1.901664581,69,0.22,28.31067126,2.852489771,69,0.22,26.94889485,2.693406843,2.95,0.35,8.605250237,2.369842345,0.006304,0.07,46.20510627,1.546954091,46020,0,1.20E-08,2.735139602,70,0.3,0,0,0,0,0,0,0,0,0,1.750619282,69,0.22,0.506104233,1.400221711,69,0.22,9.569994183,3.036621838,69,0.22,26.6533693,2.81001841,69,0.22,4.67E-10,2.753961147,69,0.22,6.68E-10,1.899344597,69,0.22,9.33E-10,4.342607606,69,0.22,0.425923642,0.417583414,69,0.22,39.81382456,4.150935299,2.95,0.35,36.01187325,13.24205874,0.006304,0.07,69.35714346,31.9642
941.88,269.4,587.65,1.112417448,69,0.22,0.305851702,0.84618971,69,0.22,5.779547631,1.835115721,69,0.22,27.32379612,2.752665322,69,0.22,21.20762666,2.750050838,2.95,0.35,2.508245698,5.094035392,0.006304,0.07,74.74545153,3.634997027,11.442,0.35,0.617790229,2.653196952,70,0.3,0,0,0,0,0,0,0,0,0,1.985531165,69,0.22,0.545908452,1.510346716,69,0.22,10.31572817,3.275444968,69,0.22,29.9962903,2.905216946,69,0.22,6.833291673,2.710509862,69,0.22,32.95517694,1.415938456,3.35,0.316,0,0.587903749,3.35,0.316,0,3.503001289,3.35,0.316,5.91E-13,1.505590452,2.55,0.36,2.05E-13,2.532013046,2.55,0.36,14.50107112,32.18
941.4,281.19,592.16,1.111296593,69,0.22,0.307217999,0.849969798,69,0.22,5.805280233,1.955982907,69,0.22,12.68921502,1.638495997,69,0.22,13.00556197,2.764961995,69,0.22,19.1734518,5.63249359,2.95,0.35,2.50451573,2.261568419,0.006304,0.07,81.84714848,2.650029016,70,0.3,0,0,0,0,0,0,0,0,0,1.955739353,69,0.22,0.540664243,1.49583774,69,0.22,10.21648268,3.854841898,69,0.22,5.949126018,6.73994538,69,0.22,19.543825,2.897916978,69,0.22,15.26018911,5.470083224,2.2,0.32,21.03469381,1.442750593,3.35,0.316,0,0.598970071,3.35,0.316,0,3.567856797,3.35,0.316,1.179749521,2.92967715,2.55,0.36,16.30245305,32.4497
942.64,247.86,580.54,1.109193565,69,0.22,0.301473169,0.834075769,69,0.22,5.696967849,1.80884509,69,0.22,26.93247211,2.713258524,69,0.22,23.57648857,1.144266373,0.006304,0.07,1.395774535,8.808354762,0.006304,0.07,70.52434633,2.721153567,70,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.039758991,69,0.22,0.554396119,1.533829263,69,0.22,10.47640105,4.255950504,69,0.22,20.51540971,4.672781725,69,0.22,2.746294542,2.555683695,69,0.22,40.30215368,1.375275807,3.35,0.316,0,0.571236835,3.35,0.316,0,3.406477644,3.35,0.316,1.127941493,2.804606088,2.55,0.36,10.67565733,2.953392339,2.95,0.35,7.059532263,32.5183
938.48,-151.02,619.58,1.091666425,69,0.22,0.312692829,0.865116827,69,0.22,5.912633366,1.876161959,69,0.22,27.93114883,2.81423546,69,0.22,29.70326596,2.657285969,2.95,0.35,0.110418925,10.61606799,0.006304,0.07,39.66768455,1.523922772,46020,0,9.87E-08,2.693167918,70,0.3,0,0,0,0,0,0,0,0,0,1.783717373,69,0.22,0.510921302,1.413548935,69,0.22,9.660835652,3.065524,69,0.22,24.5001679,3.536868331,69,0.22,1.46E-09,4.48720076,69,0.22,6.78E-10,4.598291717,69,0.22,6.79E-10,1.703071006,69,0.22,41.04430398,4.257676566,2.95,0.35,15.48261192,9.665915882,2.95,0.35,9.027429278,14.10933116,0.006304,0.07,44.90506676,32.5621
943.15,527.85,567.84,1.987421284,69,0.22,0.000366876,2.003987708,69,0.22,12.22694029,11.52504732,69,0.22,20.31154237,2.811385978,2.95,0.35,103.8005554,5.244877339,70,0.3,0,2.781752708,70,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.768830548,69,0.22,0.000754443,3.800187433,69,0.22,3.23166974,0.100979568,69,0.22,1.367289348,2.610819456,69,0.22,9.2244252,0.838323328,69,0.22,1.866085826,4.444391476,69,0.22,5.285305138,2.697142309,69,0.22,47.31901336,1.259062218,3.35,0.316,0,0.523949514,3.35,0.316,0,3.136126732,3.35,0.316,1.042685471,32.5975
947.28,529.48,535.61,2.740550349,69,0.22,0.000696743,2.013527917,69,0.22,9.831643589,2.719200165,69,0.22,5.887895769,6.437853744,69,0.22,20.3338384,10.72323117,0.006304,0.07,11.57754745,2.775298018,2.95,0.35,81.58483181,5.228153859,70,0.3,0,2.79078678,70,0.3,0,0,0,0,0,0,0,0,0,5.579337323,69,0.22,0.001525551,4.099124827,69,0.22,2.14740625,2.656445611,69,0.22,48.07797657,1.201126096,3.35,0.316,0,0.500458239,3.35,0.316,4.69E-13,3.002622566,3.35,0.316,1.000828755,3.005869398,2.55,0.36,2.565315501,2.500253173,2.95,0.35,12.81767243,2.892335238,2.45,0.33,0.115693409,3.239415465,2.3,0.4,12.62153953,32.7713
