num,Type,PointX,PointY, PointZ,Distance0,Thickness1,P1_1,P2_1,P3_1,Distance1,Thickness2,P1_2,P2_2,P3_2,Distance2,Thickness3,P1_3,P2_3,P3_3,Distance3,Thickness4,P1_4,P2_4,P3_4,Distance4,Thickness5,P1_5,P2_5,P3_5,Distance5,Thickness6,P1_6,P2_6,P3_6,Distance6,Thickness7,P1_7,P2_7,P3_7,Distance7,Thickness8,P1_8,P2_8,P3_8,Distance8,Thickness9,P1_9,P2_9,P3_9,Distance_9,Thickness10,P1_10,P2_10,P3_10,Distance10,Thickness11,P1_11,P2_11,P3_11,Distance11,Thickness12,P1_12,P2_12,P3_12,Distance12,Thickness13,P1_13,P2_13,P3_13,Distance13,Thickness14,P1_14,P2_14,P3_14,Distance14,Thickness15,P1_15,P2_15,P3_15,a3ms
232,R2,851.16,-13.31,572.61,0.00,1.21,2.44,71.70,0.21,12.52,3.33,2.44,71.70,0.21,19.11,2.56,2.44,71.70,0.21,18.84,2.74,2.44,71.70,0.21,14.99,2.46,1.03,2.95,0.35,15.96,2.35,1.20,2.40,0.40,0.71,4.78,1.20,2.40,0.40,1.14,3.80,1.20,2.40,0.40,18.07,14.92,1.20,2.40,0.40,0.00,12.04,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.29
233,R2,851.57,3.73,571.48,0.00,1.20,2.44,71.70,0.21,12.56,3.33,2.44,71.70,0.21,18.10,2.51,2.44,71.70,0.21,18.62,2.73,2.44,71.70,0.21,14.94,2.46,1.03,2.95,0.35,41.95,2.90,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.22
234,R2,851.87,27.58,572.61,0.00,1.20,2.44,71.70,0.21,12.52,3.33,2.44,71.70,0.21,19.12,2.56,2.44,71.70,0.21,18.84,2.74,2.44,71.70,0.21,15.00,2.46,1.03,2.95,0.35,15.96,2.35,1.20,2.40,0.40,0.71,4.73,1.20,2.40,0.40,28.45,3.08,1.20,2.40,0.40,17.75,2.52,1.20,2.40,0.40,0.24,3.58,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.34
235,R2,852.11,48.02,573.75,0.00,1.20,2.44,71.70,0.21,12.49,3.32,2.44,71.70,0.21,20.27,2.75,2.44,71.70,0.21,18.80,2.65,2.44,71.70,0.21,15.16,2.47,1.03,2.95,0.35,16.06,2.35,1.20,2.40,0.40,0.71,3.03,1.20,2.40,0.40,1.14,0.57,1.20,2.40,0.40,28.16,3.07,1.20,2.40,0.40,17.68,2.52,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.60
236,R2,852.69,67.85,571.47,0.00,1.20,2.44,71.70,0.21,12.56,3.33,2.44,71.70,0.21,18.09,2.51,2.44,71.70,0.21,18.58,2.73,2.44,71.70,0.21,14.98,2.46,1.03,2.95,0.35,15.86,2.35,1.20,2.40,0.40,0.71,4.72,1.20,2.40,0.40,28.73,3.09,1.20,2.40,0.40,17.81,2.53,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.24
237,R2,852.86,91.17,573.75,0.00,1.20,2.44,71.70,0.21,12.49,3.32,2.44,71.70,0.21,22.34,4.61,2.44,71.70,0.21,4.63,4.58,2.44,71.70,0.21,0.00,4.61,2.44,71.70,0.21,0.55,3.15,2.44,71.70,0.21,15.17,2.47,1.03,2.95,0.35,16.06,2.35,1.20,2.40,0.40,0.71,3.02,1.20,2.40,0.40,1.14,0.57,1.20,2.40,0.40,28.16,3.07,1.20,2.40,0.40,17.68,2.52,1.20,2.40,0.40,0.35,1.59,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.03
238,R2,853.58,111.62,570.34,0.00,1.21,2.44,71.70,0.21,12.59,4.80,2.44,71.70,0.21,15.71,2.67,2.44,71.70,0.21,17.94,2.71,2.44,71.70,0.21,15.01,2.46,1.03,2.95,0.35,13.22,1.09,7.85,210.00,0.30,0.56,3.24,1.20,2.40,0.40,0.70,4.72,1.20,2.40,0.40,28.98,3.11,1.20,2.40,0.40,17.89,2.53,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.40
239,R2,853.48,133.71,574.88,0.00,1.19,2.44,71.70,0.21,12.46,3.31,2.44,71.70,0.21,21.56,2.83,2.44,71.70,0.21,18.60,1.37,2.44,71.70,0.21,16.65,2.47,1.03,2.95,0.35,16.16,2.36,1.20,2.40,0.40,1.72,0.27,1.20,2.40,0.40,1.13,3.78,1.20,2.40,0.40,31.38,13.44,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.54
240,R2,853.85,154.77,574.88,0.00,1.19,2.44,71.70,0.21,12.46,3.31,2.44,71.70,0.21,0.46,2.54,2.44,71.70,0.21,13.40,0.35,2.44,71.70,0.21,4.80,2.83,2.44,71.70,0.21,18.52,1.46,2.44,71.70,0.21,22.24,4.10,1.03,2.95,0.35,76.92,23.42,1.03,2.95,0.35,6.80,3.24,1.03,2.95,0.35,26.85,7.32,1.03,2.95,0.35,47.99,4.84,7.85,210.00,0.30,6.42,1.50,7.85,210.00,0.30,39.77,3.68,1.05,3.10,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.87
241,R2,855.86,167.26,557.85,0.00,1.24,2.44,71.70,0.21,5.57,10.27,2.44,71.70,0.21,14.34,2.57,2.44,71.70,0.21,7.95,2.50,2.44,71.70,0.21,37.77,3.33,1.20,2.40,0.40,109.47,2.50,1.05,3.10,0.32,20.34,5.59,1.05,3.10,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.63
242,R2,847.74,-79.18,594.19,0.00,1.15,2.44,71.70,0.21,11.96,3.18,2.44,71.70,0.21,42.75,2.52,2.44,71.70,0.21,18.65,3.88,1.03,2.95,0.35,27.19,1.82,0.95,1.15,0.43,1.69,4.97,1.20,2.40,0.40,3.18,3.10,1.20,2.40,0.40,23.01,3.03,1.20,2.40,0.40,16.89,6.38,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.64
243,R2,847.68,-62.14,597.60,0.00,1.14,2.44,71.70,0.21,11.88,3.15,2.44,71.70,0.21,45.98,2.51,2.44,71.70,0.21,14.97,3.85,1.03,2.95,0.35,31.14,1.19,0.95,1.15,0.43,1.83,6.61,1.20,2.40,0.40,0.83,3.09,1.20,2.40,0.40,23.19,3.06,1.20,2.40,0.40,16.92,2.68,1.20,2.40,0.40,0.00,3.37,0.95,1.15,0.43,1.51,3.24,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.36
244,R2,848.39,-41.70,594.19,0.00,1.14,2.44,71.70,0.21,11.96,3.18,2.44,71.70,0.21,42.75,2.52,2.44,71.70,0.21,18.64,3.88,1.03,2.95,0.35,27.20,1.82,0.95,1.15,0.43,1.68,4.97,1.20,2.40,0.40,0.00,6.27,1.20,2.40,0.40,23.01,3.03,1.20,2.40,0.40,16.89,6.38,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.61
245,R2,848.79,-18.99,594.19,0.00,1.15,2.44,71.70,0.21,11.96,3.18,2.44,71.70,0.21,42.75,2.52,2.44,71.70,0.21,18.65,3.88,1.03,2.95,0.35,27.19,1.82,0.95,1.15,0.43,1.69,4.97,1.20,2.40,0.40,3.18,3.10,1.20,2.40,0.40,23.01,3.03,1.20,2.40,0.40,16.89,6.38,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.52
246,R2,849.11,6.00,595.32,0.00,1.15,2.44,71.70,0.21,11.93,3.17,2.44,71.70,0.21,43.82,2.52,2.44,71.70,0.21,17.43,3.87,1.03,2.95,0.35,28.86,1.82,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.31
247,R2,849.50,28.71,595.32,0.00,1.14,2.44,71.70,0.21,11.93,3.17,2.44,71.70,0.21,43.83,2.52,2.44,71.70,0.21,17.42,3.87,1.03,2.95,0.35,28.77,1.81,1.20,2.40,0.40,0.02,6.77,1.20,2.40,0.40,2.40,3.10,1.20,2.40,0.40,22.70,3.05,1.20,2.40,0.40,17.29,2.07,1.20,2.40,0.40,0.45,4.98,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.37
248,R2,850.26,58.24,593.05,0.00,1.16,2.44,71.70,0.21,11.99,3.18,2.44,71.70,0.21,41.66,2.52,2.44,71.70,0.21,19.89,3.89,1.03,2.95,0.35,25.21,1.82,0.95,1.15,0.43,3.33,0.45,1.20,2.40,0.40,0.00,3.14,1.20,2.40,0.40,3.96,3.10,1.20,2.40,0.40,22.54,3.03,1.20,2.40,0.40,17.25,6.38,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.54
249,R2,850.25,78.68,596.46,0.00,1.13,2.44,71.70,0.21,11.90,3.16,2.44,71.70,0.21,43.01,3.90,2.44,71.70,0.21,16.71,3.86,1.03,2.95,0.35,30.27,0.18,1.20,2.40,0.40,1.64,6.97,1.20,2.40,0.40,0.00,4.71,1.20,2.40,0.40,22.74,3.06,1.20,2.40,0.40,17.31,2.37,1.20,2.40,0.40,0.16,5.87,7.85,210.00,0.30,1.50,0.58,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.71
250,R2,850.49,99.12,597.60,0.00,1.14,2.44,71.70,0.21,11.88,3.15,2.44,71.70,0.21,41.54,3.28,2.44,71.70,0.21,18.65,3.85,1.03,2.95,0.35,31.15,0.75,0.95,1.15,0.43,1.83,7.05,1.20,2.40,0.40,0.83,3.09,1.20,2.40,0.40,22.76,3.07,1.20,2.40,0.40,17.34,2.68,1.20,2.40,0.40,0.00,6.07,7.85,210.00,0.30,1.50,0.54,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.82
251,R2,850.63,121.84,600.09,0.00,1.14,2.44,71.70,0.21,11.82,3.14,2.44,71.70,0.21,47.28,3.11,2.44,71.70,0.21,12.75,3.84,1.03,2.95,0.35,34.86,0.70,0.95,1.15,0.43,1.83,6.21,1.20,2.40,0.40,0.79,2.31,1.20,2.40,0.40,22.73,3.11,1.20,2.40,0.40,17.80,3.05,1.20,2.40,0.40,0.00,5.24,0.95,1.15,0.43,1.51,1.37,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.16
252,R2,851.31,145.69,597.60,0.00,1.15,2.44,71.70,0.21,11.88,3.15,2.44,71.70,0.21,15.63,1.22,2.44,71.70,0.21,1.41,2.63,2.44,71.70,0.21,0.68,1.95,2.44,71.70,0.21,1.22,0.53,2.44,71.70,0.21,1.08,2.03,2.44,71.70,0.21,35.08,3.85,1.03,2.95,0.35,220.53,11.36,1.03,2.95,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.29
253,R2,845.11,-79.18,619.17,0.00,1.09,2.44,71.70,0.21,11.37,3.02,2.44,71.70,0.21,45.50,4.19,2.44,71.70,0.21,19.80,4.19,1.80,45.00,0.35,47.46,1.94,0.95,1.15,0.43,44.21,1.67,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.20
254,R2,845.39,-56.46,620.31,0.00,1.09,2.44,71.70,0.21,11.35,3.01,2.44,71.70,0.21,45.40,6.28,2.44,71.70,0.21,70.14,1.94,0.95,1.15,0.43,44.34,1.69,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.26
255,R2,846.22,-36.02,615.77,0.00,1.09,2.44,71.70,0.21,11.45,3.04,2.44,71.70,0.21,6.91,5.45,2.44,71.70,0.21,33.44,4.22,2.44,71.70,0.21,11.31,12.84,1.80,45.00,0.35,47.26,1.95,0.95,1.15,0.43,43.02,1.60,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.90
256,R2,846.44,-9.90,618.04,0.00,1.09,2.44,71.70,0.21,11.40,3.03,2.44,71.70,0.21,45.60,4.20,2.44,71.70,0.21,11.10,3.70,1.03,2.95,0.35,5.04,4.20,1.80,45.00,0.35,48.56,1.94,0.95,1.15,0.43,43.55,1.63,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.06
257,R2,847.10,20.76,616.90,0.00,1.10,2.44,71.70,0.21,11.42,3.03,2.44,71.70,0.21,8.78,4.56,2.44,71.70,0.21,32.37,4.21,2.44,71.70,0.21,19.89,4.21,1.80,45.00,0.35,48.84,1.95,0.95,1.15,0.43,43.01,1.60,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.99
258,R2,847.11,35.53,619.17,0.00,1.08,2.44,71.70,0.21,11.37,3.02,2.44,71.70,0.21,19.60,1.87,2.44,71.70,0.21,15.00,3.58,2.44,71.70,0.21,5.46,4.19,2.44,71.70,0.21,19.80,4.19,1.80,45.00,0.35,49.89,1.94,0.95,1.15,0.43,43.61,1.63,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.55
259,R2,847.47,55.97,619.17,0.00,1.09,2.44,71.70,0.21,11.37,3.02,2.44,71.70,0.21,19.60,1.73,2.44,71.70,0.21,26.10,4.66,2.44,71.70,0.21,2.80,4.47,2.44,71.70,0.21,64.65,1.94,0.95,1.15,0.43,43.49,1.63,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.61
260,R2,847.75,71.87,619.17,0.00,1.09,2.44,71.70,0.21,11.37,3.02,2.44,71.70,0.21,45.50,4.19,2.44,71.70,0.21,19.80,4.19,1.80,45.00,0.35,50.66,1.94,0.95,1.15,0.43,43.39,1.62,0.95,1.15,0.43,6.00,1.63,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.49
261,R2,847.98,92.31,620.41,0.00,1.10,2.44,71.70,0.21,11.34,3.01,2.44,71.70,0.21,45.39,4.18,2.44,71.70,0.21,11.05,3.68,1.03,2.95,0.35,5.02,4.15,1.80,45.00,0.35,51.52,1.94,0.95,1.15,0.43,43.62,1.64,0.95,1.15,0.43,5.99,1.63,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.52
262,R2,848.32,111.62,620.37,0.00,1.09,2.44,71.70,0.21,11.34,3.01,2.44,71.70,0.21,45.40,4.18,2.44,71.70,0.21,11.05,3.68,1.03,2.95,0.35,5.02,4.18,1.80,45.00,0.35,51.89,1.94,0.95,1.15,0.43,43.50,1.63,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.44
263,R2,848.44,132.06,622.58,0.00,1.08,2.44,71.70,0.21,11.30,3.00,2.44,71.70,0.21,44.09,3.09,2.44,71.70,0.21,13.19,3.67,1.03,2.95,0.35,5.00,4.17,1.80,45.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.59
264,R2,842.60,-79.18,643.02,0.00,1.03,2.44,71.70,0.21,10.86,2.88,2.44,71.70,0.21,29.04,4.01,2.44,71.70,0.21,25.00,3.40,1.03,2.95,0.35,4.94,4.01,1.80,45.00,0.35,51.02,2.19,0.95,1.15,0.43,47.84,1.89,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.55
265,R2,842.86,-57.60,644.16,0.00,1.04,2.44,71.70,0.21,10.84,2.88,2.44,71.70,0.21,28.98,4.00,2.44,71.70,0.21,24.95,3.52,1.03,2.95,0.35,4.80,3.36,1.80,45.00,0.35,52.26,2.19,0.95,1.15,0.43,47.97,1.89,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.66
266,R2,843.82,-37.16,638.48,0.00,1.06,2.44,71.70,0.21,10.96,2.91,2.44,71.70,0.21,29.29,4.04,2.44,71.70,0.21,8.78,5.77,2.44,71.70,0.21,12.43,10.68,1.80,45.00,0.35,51.80,2.21,0.95,1.15,0.43,46.75,1.90,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.84
267,R2,843.70,-16.71,643.02,0.00,1.05,2.44,71.70,0.21,10.86,2.88,2.44,71.70,0.21,29.04,4.01,2.44,71.70,0.21,25.00,3.53,1.03,2.95,0.35,4.81,4.01,1.80,45.00,0.35,52.58,2.19,0.95,1.15,0.43,47.56,1.89,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.92
268,R2,843.95,4.86,644.16,0.00,1.04,2.44,71.70,0.21,10.84,2.88,2.44,71.70,0.21,28.98,4.00,2.44,71.70,0.21,24.95,3.52,1.03,2.95,0.35,4.80,4.00,1.80,45.00,0.35,70.73,4.75,0.95,1.15,0.43,27.58,1.89,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.64
269,R2,844.62,23.03,640.78,0.00,1.04,2.44,71.70,0.21,10.91,2.90,2.44,71.70,0.21,29.17,4.02,2.44,71.70,0.21,33.48,4.02,1.80,45.00,0.35,53.45,2.20,0.95,1.15,0.43,46.94,1.89,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.07
270,R2,844.65,44.61,644.16,0.00,1.05,2.44,71.70,0.21,10.84,2.88,2.44,71.70,0.21,24.89,3.07,2.44,71.70,0.21,3.61,1.88,2.44,71.70,0.21,20.62,0.10,2.44,71.70,0.21,3.76,3.52,1.03,2.95,0.35,4.80,3.36,1.80,45.00,0.35,54.83,2.19,0.95,1.15,0.43,47.52,1.89,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.60
271,R2,844.94,61.65,644.16,0.00,1.03,2.44,71.70,0.21,10.84,2.88,2.44,71.70,0.21,26.73,20.65,2.44,71.70,0.21,10.56,3.52,1.03,2.95,0.35,4.80,3.37,1.80,45.00,0.35,55.24,2.19,0.95,1.15,0.43,47.44,1.89,0.95,1.15,0.43,12.32,1.60,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.75
272,R2,845.50,86.63,643.02,0.00,1.04,2.44,71.70,0.21,10.86,2.88,2.44,71.70,0.21,43.47,4.01,2.44,71.70,0.21,10.58,3.53,1.03,2.95,0.35,4.81,4.01,1.80,45.00,0.35,55.17,2.19,0.95,1.15,0.43,47.11,1.89,0.95,1.15,0.43,11.78,1.61,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.96
273,R2,845.48,105.94,646.43,0.00,1.04,2.44,71.70,0.21,10.79,2.87,2.44,71.70,0.21,43.19,3.98,2.44,71.70,0.21,10.51,3.50,1.03,2.95,0.35,4.78,3.98,1.80,45.00,0.35,55.84,2.18,0.95,1.15,0.43,47.70,1.88,0.95,1.15,0.43,12.84,1.60,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.90
