x,y,z,Thickness_r1_1,r1P2_1,r1P3_1,Distance_r1_1,Thickness_r1_2,r1P2_2,r1P3_2,Distance_r1_2,Thickness_r1_3,r1P2_3,r1P3_3,Distance_r1_3,Thickness_r1_4,r1P2_4,r1P3_4,Distance_r1_4,Thickness_r1_5,r1P2_5,r1P3_5,Distance_r1_5,Thickness_r1_6,r1P2_6,r1P3_6,Distance_r1_6,Thickness_r1_7,r1P2_7,r1P3_7,Distance_r1_7,Thickness_r1_8,r1P2_8,r1P3_8,Distance_r1_8,Thickness_r1_9,r1P2_9,r1P3_9,Distance_r1_9,Thickness_r1_10,r1P2_10,r1P3_10,Distance_r1_10,Thickness_r2_1,r2P2_1,r2P3_1,Distance_r2_1,Thickness_r2_2,r2P2_2,r2P3_2,Distance_r2_2,Thickness_r2_3,r2P2_3,r2P3_3,Distance_r2_3,Thickness_r2_4,r2P2_4,r2P3_4,Distance_r2_4,Thickness_r2_5,r2P2_5,r2P3_5,Distance_r2_5,Thickness_r2_6,r2P2_6,r2P3_6,Distance_r2_6,Thickness_r2_7,r2P2_7,r2P3_7,Distance_r2_7,Thickness_r2_8,r2P2_8,r2P3_8,Distance_r2_8,Thickness_r2_9,r2P2_9,r2P3_9,Distance_r2_9,Thickness_r2_10,r2P2_10,r2P3_10,Distance_r2_10,A3MS
934.56,175.1,809.89,2.673749758,0.25,0.45,1.05177161,2.13493353,0.25,0.45,1.085763796,6.48394493,2.8,0.45,2.57814635,1.763290152,2.8,0.45,0.244160951,2.516773295,2.8,0.45,3.837440362,9.870940362,2.8,0.45,3.259267587,1.275195915,2.8,0.45,6.003919577,1.445630832,2.8,0.45,1.674073488,0.147222057,2.8,0.45,2.11505505,15.56750375,2.8,0.45,3.751348416,2.592336837,0.25,0.45,1.009009996,2.024291045,0.25,0.45,1.01652807,7.582970529,2.8,0.45,3.151359783,5.390695502,2.8,0.45,2.907237867,0.669753622,2.8,0.45,2.79530699,11.24561906,2.8,0.45,2.065769608,0.396210571,2.8,0.45,1.107260909,3.897273903,2.8,0.45,4.592322711,5.196935548,2.8,0.45,1.767104511,13.86910732,2.8,0.45,2.278488575,50.3577
935.88,156.47,808.51,2.933652885,0.25,0.45,1.121772134,3.223340545,0.25,0.45,1.739879254,2.687272143,2.8,0.45,2.86799646,2.264928431,2.8,0.45,3.858421334,10.32613576,2.8,0.45,3.518357978,0.69187343,2.8,0.45,5.949157817,1.826796676,2.8,0.45,3.263100289,10.86707777,2.8,0.45,3.71713601,1.110697048,2.8,0.45,3.717148878,51.86383949,1.15,0.43,1.661849217,2.780995643,0.25,0.45,1.054483316,2.360412196,0.25,0.45,1.471213888,4.871964198,2.8,0.45,2.693245794,4.834644689,2.8,0.45,4.597391849,11.28403473,2.8,0.45,2.277539054,0.006407976,2.8,0.45,1.694694694,1.583829144,2.8,0.45,3.713653073,23.7730486,2.8,0.45,1.469759167,2.534480761,2.8,0.45,5.373465486,41.0328124,1.15,0.43,1.977988318,51.0235
934.87,133.08,810.17,2.823646637,0.25,0.45,1.12362391,2.536311709,0.25,0.45,1.85251267,4.030864247,2.8,0.45,2.735469756,2.513217331,2.8,0.45,3.708888424,9.9628686,2.8,0.45,2.889356476,1.096123665,2.8,0.45,5.664620709,1.2360572,2.8,0.45,3.505545102,10.45295406,2.8,0.45,3.539444724,1.087272053,2.8,0.45,3.539448395,48.06439443,2.95,0.35,2.267794344,2.635653445,0.25,0.45,1.032263128,2.078076349,0.25,0.45,1.046947727,6.458405928,2.8,0.45,4.760567157,4.596925344,2.8,0.45,3.663644351,12.11868585,2.8,0.45,4.180398059,5.986002197,2.8,0.45,2.844498882,24.87944343,2.8,0.45,4.443711458,41.09276537,1.15,0.43,1.995381282,,,,,,,,,51.0071
934.41,114.62,811.02,2.820176215,0.25,0.45,1.133091929,2.459381614,0.25,0.45,1.881860091,4.207905901,2.8,0.45,2.713134599,2.369577066,2.8,0.45,3.607625932,13.60251149,2.8,0.45,5.491681977,14.73135896,2.8,0.45,3.431443423,1.076790074,2.8,0.45,3.431441724,51.44103031,2.95,0.35,2.303536905,19.16306104,1.15,0.43,3.29739838,15.36378893,1.15,0.43,1.893189384,2.603087559,0.25,0.45,1.024272409,2.060585546,0.25,0.45,1.037347242,6.790928422,2.8,0.45,4.051629388,5.621718343,2.8,0.45,2.931690469,0.714535875,2.8,0.45,1.591678913,49.1543458,2.8,0.45,4.472248803,40.70429141,1.15,0.43,2.003016655,,,,,,,,,,,,,52.9304
933.7,86.93,812.29,2.793081246,0.25,0.45,1.121161609,2.307373626,0.25,0.45,1.50274539,5.183512295,2.8,0.45,2.654584244,2.600217141,2.8,0.45,3.549540781,13.35126065,2.8,0.45,5.394718663,14.47145998,2.8,0.45,3.370888537,1.091310363,2.8,0.45,3.370883891,82.47672692,70,0.3,38.33492497,0,70,0.3,3.000000174,40.76088782,70,0.3,,2.584021823,0.25,0.45,1.011927319,2.031595582,0.25,0.45,1.020967248,7.392336672,2.8,0.45,3.09612617,5.65897601,2.8,0.45,2.903524534,0.824350112,2.8,0.45,2.938740535,48.80819918,2.8,0.45,5.931838944,43.7695653,1.15,0.43,1.606276282,,,,,,,,,,,,,53.4444
939.33,-16.2,768.01,1.372932034,71.7,0.21,0,2.157770141,2.35,0.34,0,0.00664807,71.7,0.21,0,0.534306513,2.35,0.34,0,0,,,0,2.71524759,2.35,0.34,0,16.72867455,2.35,0.34,0,2.694050172,2.35,0.34,0,105.5118771,70,0.3,3.196813567,14.84016917,70,0.3,3.000927186,1.378968483,71.7,0.21,0,2.16721057,2.35,0.34,0,0.006678352,71.7,0.21,0,0.536634441,2.35,0.34,0,0,,,0,2.718286555,2.35,0.34,0,16.80816625,2.35,0.34,0,2.705151555,2.35,0.34,0,104.3211825,70,0.3,3.170621267,16.04831554,70,0.3,3.058268547,52.7062
944.33,-30.3,759.26,1.425993112,71.7,0.21,0,2.101187659,2.35,0.34,0,0.006635568,71.7,0.21,0,0.520229693,2.35,0.34,0,0,,,0,2.640418804,2.35,0.34,0,11.99244563,2.35,0.34,0,1.298607202,2.35,0.34,0,3.018763819,2.35,0.34,0,2.627535554,2.35,0.34,0,1.470823515,71.7,0.21,0,2.166923905,2.35,0.34,0,0.006842852,71.7,0.21,0,0.536446211,2.35,0.34,0,0,,,0,2.722369869,2.35,0.34,0,5.506538186,2.35,0.34,0,4.447910726,2.35,0.34,0,6.848727673,2.35,0.34,0,2.705008336,2.35,0.34,0,58.3649
953.6,-21.94,743.64,1.508605235,71.7,0.21,0,2.034520473,71.7,0.21,0,3.60E-13,,,0,1.737341075,,,0,3.699033186,2.35,0.34,0,3.748712417,2.35,0.34,0,5.93747522,,,0,0.050070452,,,0,17.99204018,,,0,0.108189032,,,0,1.611860576,71.7,0.21,0,2.173080539,71.7,0.21,2.13E-14,2.13E-14,,,2.13E-14,1.855038369,,,3.41E-13,4.061432415,2.35,0.34,0,3.490838839,2.35,0.34,0,0.786097593,2.35,0.34,0,3.914863922,2.35,0.34,0,0.518852911,,,0,0.415167149,,,0,60.0315
947.97,5.82,753.02,1.444912312,71.7,0.21,0,2.064483179,71.7,0.21,0,0.509448836,,,0,0.100560833,,,0,0.368770147,,,0,0.050280416,,,0,15.64512204,,,0,0.050280416,,,0,2.356399827,2.35,0.34,0,0.890131174,2.35,0.34,0,1.521634528,71.7,0.21,0,2.173568464,71.7,0.21,0,0.437943653,,,0,0.103420943,,,0,0.379258556,,,0,0.051710471,,,0,10.40362574,2.35,0.34,0,2.187011417,2.35,0.34,0,3.499457008,,,0,0.051710471,,,0,62.9246
947.34,27.03,754.11,1.457083451,71.7,0.21,0,2.07946392,71.7,0.21,0,0.793082517,,,0,0.102222382,,,0,0.381829439,,,0,0.036800216,,,0,15.58070623,,,0,0.050431596,,,0,0.504315964,,,0,0.100863193,,,0,1.523373201,71.7,0.21,0,2.173605167,71.7,0.21,0,0.630092372,,,0,0.102018063,,,0,0.379173067,,,0,0.049409481,,,0,15.67472443,,,0,0.460129144,,,0,0.516895908,,,0,0.103379182,,,0,63.8623
939.48,58.19,767.76,1.374332369,71.7,0.21,0,2.142412048,2.35,0.34,0,0.006608079,71.7,0.21,0,0.530512321,2.35,0.34,0,0,,,0,5.521195192,2.35,0.34,0,13.78848404,2.35,0.34,0,2.675982826,2.35,0.34,0,82.19893586,2.35,0.34,0,3.890670839,2.35,0.34,0,1.390310039,71.7,0.21,0,2.16719651,2.35,0.34,0,0.006687662,71.7,0.21,0,0.53662414,2.35,0.34,0,0,,,0,4.563758186,2.35,0.34,0,14.22445373,2.35,0.34,0,3.443354616,2.35,0.34,0,79.48549759,2.35,0.34,0,3.803662202,2.35,0.34,0,61.6426
941.69,79.43,763.88,1.414914084,71.7,0.21,0,2.130121136,2.35,0.34,0,0.006677619,71.7,0.21,0,0.527401817,2.35,0.34,0,0,,,0,2.676389369,2.35,0.34,0,12.73792907,2.35,0.34,0,1.436608228,2.35,0.34,0,2.352243578,2.35,0.34,0,2.448736599,2.35,0.34,0,1.439566169,71.7,0.21,0,2.167051588,2.35,0.34,0,0.006795945,71.7,0.21,0,0.536509679,2.35,0.34,0,0,,,0,2.722426618,2.35,0.34,0,9.108751924,2.35,0.34,0,4.333345601,2.35,0.34,0,3.361682551,2.35,0.34,0,2.705103024,2.35,0.34,0,64.2599
944.48,111.78,759.01,1.426460354,71.7,0.21,0,2.091476456,2.35,0.34,0,0.006605227,71.7,0.21,0,0.517833511,2.35,0.34,0,0,,,0,2.628307695,2.35,0.34,0,11.79980975,2.35,0.34,0,1.431326491,2.35,0.34,0,3.005673711,2.35,0.34,0,2.616056586,2.35,0.34,0,1.4781633,71.7,0.21,0,2.166915417,2.35,0.34,0,0.006842819,71.7,0.21,0,0.536444319,2.35,0.34,0,0,,,0,2.722359079,2.35,0.34,0,4.270009748,2.35,0.34,0,4.52075509,2.35,0.34,0,8.012348089,2.35,0.34,0,2.704998349,2.35,0.34,0,67.6033
942,108.04,763.33,1.41019737,71.7,0.21,0,2.120574576,2.35,0.34,0,0.006657453,71.7,0.21,0,0.52503968,2.35,0.34,0,0,,,0,2.664508637,2.35,0.34,0,16.45517813,2.35,0.34,0,2.650379828,2.35,0.34,0,60.7007434,2.95,0.35,2.10331042,59.00005774,70,0.3,3.001270455,1.441246572,71.7,0.21,0,2.167035492,2.35,0.34,0,0.006806183,71.7,0.21,0,0.536498402,2.35,0.34,0,0,,,0,2.722429179,2.35,0.34,0,6.394793592,2.35,0.34,0,0.55357963,2.35,0.34,0,9.855363078,2.35,0.34,0,2.705096155,2.35,0.34,0,69.1393
949.08,502.52,751.27,1.483435408,71.7,0.21,0,2.001115178,2.35,0.34,0,0.006226733,71.7,0.21,0,0.495604061,2.35,0.34,0,0,,,0,7.232322287,2.35,0.34,0,2.153376824,2.35,0.34,0,6.928042812,2.35,0.34,0,83.70860978,2.95,0.35,2.44784027,44.47047772,70,0.3,3.20524031,1.606806538,71.7,0.21,0,2.166753049,2.35,0.34,0,0.006708815,71.7,0.21,0,0.536510476,2.35,0.34,0,0,,,0,2.716928322,2.35,0.34,0,0.547441085,2.35,0.34,0,9.761150719,2.35,0.34,0,6.497230582,2.35,0.34,0,2.657136631,,,0,63.0028
948.67,476.89,751.96,1.482492143,71.7,0.21,0,2.00845961,2.35,0.34,0,0.006264754,71.7,0.21,0,0.497406142,2.35,0.34,0,0,,,0,2.52003369,2.35,0.34,0,9.88901236,2.35,0.34,0,7.514128967,2.35,0.34,0,58.60141435,2.95,0.35,2.012134688,59.79539048,70,0.3,3.042811753,1.599896397,71.7,0.21,0,2.166761195,2.35,0.34,0,0.006731082,71.7,0.21,0,0.536495263,2.35,0.34,0,0,,,0,2.717005341,2.35,0.34,0,0.547464122,2.35,0.34,0,9.761276196,2.35,0.34,0,6.497292717,2.35,0.34,0,2.704686646,2.35,0.34,0,80.8894
954.18,418.34,742.78,1.539548821,71.7,0.21,0,2.002350201,71.7,0.21,0,1.45E-07,,,0,1.852163495,,,0,3.468205265,2.35,0.34,0,3.139432422,2.35,0.34,0,10.06139384,2.35,0.34,0,2.502791196,2.35,0.34,0,72.57161199,2.95,0.35,2.001876469,43.38629094,70,0.3,3.000000001,1.671416301,71.7,0.21,0,2.173000163,71.7,0.21,0,0.054312481,,,0,1.954844626,,,0,1.143476164,2.35,0.34,0,2.76359325,2.35,0.34,0,7.30E-13,2.35,0.34,0,3.254038795,2.35,0.34,0,35.17059535,2.35,0.34,0,2.692142305,2.35,0.34,0,57.43
947.28,444.06,754.31,1.46642593,71.7,0.21,0,2.017102861,2.35,0.34,0,0.006338129,71.7,0.21,0,0.499504746,2.35,0.34,0,0,,,0,4.686608417,2.35,0.34,0,6.652117062,2.35,0.34,0,8.456496571,2.35,0.34,0,74.17990878,2.95,0.35,2.018647526,43.80689454,70,0.3,3,1.575775993,71.7,0.21,0,2.166795364,2.35,0.34,0,0.006791814,71.7,0.21,0,0.536456379,2.35,0.34,0,0,,,0,2.717254449,2.35,0.34,0,0.675194054,2.35,0.34,0,9.633993654,2.35,0.34,0,6.497485302,2.35,0.34,0,2.704797869,2.35,0.34,0,79.144
946.34,397.06,755.89,1.444486868,71.7,0.21,0,2.021654733,2.35,0.34,0,0.00637265,71.7,0.21,0,0.500612798,2.35,0.34,0,0,,,0,2.541161405,2.35,0.34,0,11.12186294,2.35,0.34,0,5.048799278,2.35,0.34,0,75.45297808,2.95,0.35,2.022280127,43.89791762,70,0.3,3,1.548715128,71.7,0.21,0,2.166828676,2.35,0.34,0,0.006819577,71.7,0.21,0,0.536442606,2.35,0.34,0,0,,,0,1.709922179,2.35,0.34,0,4.093164117,2.35,0.34,0,11.08981108,2.35,0.34,0,83.22259347,2.95,0.35,2.135014946,42.95658982,70,0.3,2.78558329,77.5732
945.66,360.74,757.06,1.439733384,71.7,0.21,0,2.025265891,2.35,0.34,0,0.006392874,71.7,0.21,0,0.501497184,2.35,0.34,0,0,,,0,2.545688802,2.35,0.34,0,12.90741777,2.35,0.34,0,5.316270562,2.35,0.34,0,58.35314457,2.95,0.35,2.026031708,59.16134342,70,0.3,3,1.540871645,71.7,0.21,0,2.166850639,2.35,0.34,0,0.006833095,71.7,0.21,0,0.536437024,2.35,0.34,0,0,,,0,2.722254892,2.35,0.34,0,0.542799134,2.35,0.34,0,9.762075108,2.35,0.34,0,6.497682717,2.35,0.34,0,2.704911035,2.35,0.34,0,62.3407
944.08,336.44,759.77,1.415837279,71.7,0.21,0,2.034504582,2.35,0.34,0,0.006422743,71.7,0.21,0,0.503776029,2.35,0.34,0,0,,,0,7.351848765,2.35,0.34,0,2.75359372,2.35,0.34,0,9.717994003,2.35,0.34,0,59.62573111,2.95,0.35,2.033611136,59.40028438,70,0.3,3,1.508433685,71.7,0.21,0,2.166917217,2.35,0.34,0,0.006842104,71.7,0.21,0,0.536444739,2.35,0.34,0,0,,,0,2.722359862,2.35,0.34,0,6.152145177,2.35,0.34,0,4.153137045,2.35,0.34,0,6.497839232,2.35,0.34,0,2.704999627,2.35,0.34,0,51.762
945.53,309.54,757.27,1.431647105,71.7,0.21,0,2.025952109,2.35,0.34,0,0.006396104,71.7,0.21,0,0.501665697,2.35,0.34,0,0,,,0,2.546547744,2.35,0.34,0,0.507943549,2.35,0.34,0,9.142301201,2.35,0.34,0,6.093110305,2.35,0.34,0,2.538372615,2.35,0.34,0,1.531700843,71.7,0.21,0,2.166858384,2.35,0.34,0,0.006834967,71.7,0.21,0,0.53643738,2.35,0.34,0,0,,,0,2.722268854,2.35,0.34,0,0.542807785,2.35,0.34,0,4.98697105,2.35,0.34,0,11.27284996,2.35,0.34,0,2.704922305,2.35,0.34,0,47.8626
945.52,279.68,757.28,1.427905229,71.7,0.21,0,2.025992096,2.35,0.34,0,0.006396286,71.7,0.21,0,0.501675521,2.35,0.34,0,0,,,0,2.546597782,2.35,0.34,0,0.507953731,2.35,0.34,0,9.142477686,2.35,0.34,0,6.093225613,2.35,0.34,0,2.538420206,2.35,0.34,0,1.527668104,71.7,0.21,0,2.1668604,2.35,0.34,0,0.00683508,71.7,0.21,0,0.536437788,2.35,0.34,0,0,,,0,2.722271615,2.35,0.34,0,0.542808686,2.35,0.34,0,3.562918455,2.35,0.34,0,12.69691756,2.35,0.34,0,2.704924799,2.35,0.34,0,55.3679
943.21,253.89,761.26,1.396407437,71.7,0.21,0,2.040102814,2.35,0.34,0,0.0064289,71.7,0.21,0,0.505165772,2.35,0.34,0,0,,,0,2.564183334,2.35,0.34,0,13.37577331,2.35,0.34,0,5.01712242,2.35,0.34,0,58.68939018,2.95,0.35,2.03818511,59.54439052,70,0.3,3,1.483663389,71.7,0.21,0,2.166962489,2.35,0.34,0,0.006833683,71.7,0.21,0,0.536461178,2.35,0.34,0,0,,,0,2.722398443,2.35,0.34,0,0.542915728,2.35,0.34,0,9.762560254,2.35,0.34,0,6.497920605,2.35,0.34,0,2.70504282,2.35,0.34,0,51.638
943.85,233.95,760.14,1.398974995,71.7,0.21,0,2.035890125,2.35,0.34,0,0.006425,71.7,0.21,0,0.504119442,2.35,0.34,0,0,,,0,2.558946578,2.35,0.34,0,14.97665894,2.35,0.34,0,3.391784905,2.35,0.34,0,58.57064911,2.95,0.35,2.034744412,59.43601817,70,0.3,3,1.489459794,71.7,0.21,0,2.166934047,2.35,0.34,0,0.006840877,71.7,0.21,0,0.536449556,2.35,0.34,0,0,,,0,2.722378308,2.35,0.34,0,13.85232047,2.35,0.34,0,0.658387407,2.35,0.34,0,0.618909467,2.35,0.34,0,2.063031558,2.35,0.34,0,52.2463
944.08,214.39,759.74,1.400670567,71.7,0.21,0,2.03443237,2.35,0.34,0,0.006422611,71.7,0.21,0,0.503758141,2.35,0.34,0,0,,,0,2.557132075,2.35,0.34,0,0.510086276,2.35,0.34,0,12.36265321,2.35,0.34,0,2.93455509,2.35,0.34,0,2.54844802,2.35,0.34,0,1.492330994,71.7,0.21,0,2.166924032,2.35,0.34,0,0.006842168,71.7,0.21,0,0.536446401,2.35,0.34,0,0,,,0,2.722368436,2.35,0.34,0,11.44799907,2.35,0.34,0,2.063329322,2.35,0.34,0,3.45084238,2.35,0.34,0,2.546009769,2.35,0.34,0,58.6384
943.57,194.2,760.63,1.398099857,71.7,0.21,0,2.0377084,2.35,0.34,0,0.006427211,71.7,0.21,0,0.504570666,2.35,0.34,0,0,,,0,2.556980562,2.35,0.34,0,15.836174,2.35,0.34,0,2.552331851,2.35,0.34,0,58.61664766,2.95,0.35,2.036230385,26.99717691,1.15,0.43,2.444243046,1.487202852,71.7,0.21,0,2.1669461,2.35,0.34,0,0.006838379,71.7,0.21,0,0.536454056,2.35,0.34,0,0,,,0,2.717829761,2.35,0.34,0,16.80786763,2.35,0.34,0,2.705029114,2.35,0.34,0,61.8551174,2.95,0.35,2.140242626,62.03127918,70,0.3,7.247306042,62.2471
944.21,170.79,759.49,1.391192354,71.7,0.21,0,2.036140164,2.35,0.34,0,0.006429102,71.7,0.21,0,0.50417889,2.35,0.34,0,0,,,0,2.559266038,2.35,0.34,0,15.82017661,2.35,0.34,0,2.550477625,2.35,0.34,0,58.57706674,2.95,0.35,2.034952433,13.10863479,1.15,0.43,2.087495621,1.48098199,71.7,0.21,0,2.166923991,2.35,0.34,0,0.006842636,71.7,0.21,0,0.536446224,2.35,0.34,0,0,,,0,2.722369663,2.35,0.34,0,6.58220022,2.35,0.34,0,4.384486713,2.35,0.34,0,5.836488687,2.35,0.34,0,2.705008186,2.35,0.34,0,53.4943
944.63,137.41,758.78,1.422938377,71.7,0.21,0,2.061358201,2.35,0.34,0,0.006510412,71.7,0.21,0,0.510401482,2.35,0.34,0,0,,,0,2.590737106,2.35,0.34,0,16.01018053,2.35,0.34,0,2.58039954,2.35,0.34,0,59.21496253,2.95,0.35,2.055543836,14.04049098,1.15,0.43,2.119197913,1.496149062,71.7,0.21,0,2.166902531,2.35,0.34,0,0.006842515,71.7,0.21,0,0.536441526,2.35,0.34,0,0,,,0,2.722342244,2.35,0.34,0,3.092435395,2.35,0.34,0,4.590004511,2.35,0.34,0,4.256662867,,,0,0.202285969,,,0,66.6713
966.76,-48.45,722.76,1.658509243,71.7,0.21,0,2.000083151,71.7,0.21,0,0.050002074,,,0,1.658068641,,,2.27E-13,0.591909986,2.35,0.34,0,3.041711964,2.35,0.34,0,6.135459964,,,0,0.402442932,,,0,3.72E-12,,,0,0.503053665,,,0,1.801153761,71.7,0.21,0,2.171217297,71.7,0.21,0,0.054268051,,,0,1.799188309,,,3.60E-13,0.642015917,2.35,0.34,0,3.253615299,2.35,0.34,0,8.047122725,2.35,0.34,0,4.783367712,2.35,0.34,0,10.67839184,2.35,0.34,0,1.674859351,2.35,0.34,0,66.6422
960.49,-8.44,732.54,1.58481873,71.7,0.21,0,2.004552903,71.7,0.21,0,0.050113533,,,0,1.102014722,2.35,0.34,0,0.559742004,22.54,0.23,3.22E-13,3.749934702,2.35,0.34,0,0,,,0,3.007182558,2.35,0.34,0,4.183849182,,,0,0.400461426,,,0,1.718053441,71.7,0.21,0,2.172220997,71.7,0.21,0,0.054293063,,,0,1.193726189,2.35,0.34,0,0.60628931,22.54,0.23,1.61E-13,1.267134616,2.35,0.34,0,2.790621867,2.35,0.34,0,6.589953264,2.35,0.34,0,0.521157632,,,0,0.417011302,,,0,62.447
959.48,37.69,734.15,1.578734734,71.7,0.21,0,2.009613594,71.7,0.21,0,0.050239724,,,0,1.104833049,2.35,0.34,0,0.561099173,,,1.28E-13,3.759337484,2.35,0.34,0,0,,,0,3.014580962,2.35,0.34,0,4.359843915,,,0,0.40007882,,,0,1.707238461,71.7,0.21,0,2.172362303,71.7,0.21,0,0.054296585,,,0,1.193858793,2.35,0.34,0,0.606273162,,,3.60E-13,4.059791663,2.35,0.34,0,0,,,0,3.253394579,2.35,0.34,0,4.075562521,,,0,0.416738232,,,0,59.1302
953.62,61.75,743.62,1.510753283,71.7,0.21,0,2.028042324,,,0,2.62E-13,71.7,0.21,0,1.731835462,22.54,0.23,3.41E-13,3.619308773,2.35,0.34,0,6.004424893,2.35,0.34,0,20.51742425,2.35,0.34,0,0,,,0,0.202628311,2.35,0.34,0,0,,,0,1.619332454,71.7,0.21,0,2.173075769,71.7,0.21,0,5.39E-13,,,0,1.855034319,22.54,0.23,6.44E-13,4.061422834,2.35,0.34,0,8.187837646,2.35,0.34,0,0.518857649,,,0,0.41517094,,,0,2.37E-12,,,0,0.518963675,,,0,55.6861
950.52,122.26,748.78,1.490215328,71.7,0.21,0,2.040934973,71.7,0.21,1.42E-14,1.42E-14,,,1.42E-14,1.742792367,,,0,0.604023637,2.35,0.34,0,10.40433646,2.35,0.34,0,3.182673578,,,0,0.050095455,,,0,3.310359366,2.35,0.34,0,24.37785931,2.35,0.34,0,1.587389555,71.7,0.21,0,2.17336326,71.7,0.21,0,2.98E-13,,,0,1.855278419,,,0,0.64288197,2.35,0.34,0,7.005079869,2.35,0.34,0,6.860752274,,,0,0.05179345,,,0,27.9318254,2.35,0.34,0,2.692528726,2.35,0.34,0,54.4417
951.27,154.32,747.53,1.481952498,71.7,0.21,0,2.015247755,71.7,0.21,0,2.56E-13,,,0,1.720960961,,,0,0.596479327,2.35,0.34,0,10.27614365,2.35,0.34,0,2.748017731,,,0,0.450045405,,,0,2.890544496,2.35,0.34,0,3.108450438,2.35,0.34,0,1.598752987,71.7,0.21,0,2.173297963,,,0,4.25E-13,71.7,0.21,0,1.855222977,,,0,0.642862822,2.35,0.34,0,6.673417993,2.35,0.34,0,6.992868336,,,0,0.051818177,,,0,28.13020579,2.35,0.34,0,2.69245969,2.35,0.34,0,55.7843
956.98,198.87,738.19,1.55540846,71.7,0.21,0,2.000043312,,,0,1.71E-13,71.7,0.21,0,1.149729809,2.35,0.34,0,0.558307114,22.54,0.23,2.15E-13,3.741784569,2.35,0.34,0,0,,,0,5.241925857,2.35,0.34,0,30.30657318,2.35,0.34,0,2.500049076,2.35,0.34,0,1.690346688,71.7,0.21,0,2.172683806,71.7,0.21,0,3.64E-13,,,0,1.248476806,2.35,0.34,0,0.606224711,22.54,0.23,1.63E-13,4.060522578,2.35,0.34,0,0,,,0,3.253712444,2.35,0.34,0,35.16607286,2.35,0.34,0,2.691802939,2.35,0.34,0,55.886
950.28,228.89,749.21,1.479957001,71.7,0.21,0,2.005291129,2.35,0.34,0,0.006173689,71.7,0.21,0,0.496685212,2.35,0.34,0,0,,,0,2.520404405,2.35,0.34,0,0.502522738,2.35,0.34,0,9.050560623,2.35,0.34,0,6.033204762,2.35,0.34,0,2.513610794,2.35,0.34,0,1.599674873,71.7,0.21,0,2.166745722,2.35,0.34,0,0.006631421,71.7,0.21,0,0.536568286,2.35,0.34,0,0,,,0,2.721667919,2.35,0.34,0,0.542395255,2.35,0.34,0,5.371200682,2.35,0.34,0,35.17603392,2.35,0.34,0,2.692543088,2.35,0.34,0,52.507
952.68,257.53,745.21,1.502345396,71.7,0.21,0,2.005003999,71.7,0.21,0,1.55E-07,,,0,1.854606435,,,0,1.65359736,2.35,0.34,0,9.022202541,2.35,0.34,0,6.014719711,2.35,0.34,0,2.505942181,2.35,0.34,0,57.62476406,2.95,0.35,2.004130134,53.46984988,70,0.3,4.999933328,1.628972835,71.7,0.21,0,2.173162083,71.7,0.21,0,1.63E-07,,,0,2.00930582,,,0,3.902930676,2.35,0.34,0,3.258701657,2.35,0.34,0,35.17293091,2.35,0.34,0,2.692315297,2.35,0.34,0,37.57140784,2.95,0.35,2.177565631,463.5026321,2.45,0.33,3.094022498,59.5891
951.86,292.29,746.58,1.499278523,71.7,0.21,0,2.006917939,71.7,0.21,0,3.511594832,2.35,0.34,0,9.030599725,2.35,0.34,0,6.020189431,2.35,0.34,0,2.508214304,2.35,0.34,0,82.12906645,2.95,0.35,2.006302429,34.06343786,70,0.3,3.000000001,28.9257015,70,0.3,,,,,,1.624146338,71.7,0.21,0,2.173237739,71.7,0.21,0,1.69E-07,,,0,2.009375377,,,0,1.790870577,2.35,0.34,0,5.37100721,2.35,0.34,0,35.17401883,2.35,0.34,0,2.692395593,2.35,0.34,0,58.69355523,2.95,0.35,2.059376195,68.39698998,3.1,0.32,3.645653491,44.3947
951.57,315.02,747.06,1.495167957,71.7,0.21,0,2.00158408,2.35,0.34,0,0.006080064,71.7,0.21,0,0.38576226,2.35,0.34,0,0.222485175,2.35,0.34,0,2.40317721,2.35,0.34,0,0.501489041,2.35,0.34,0,3.053733544,2.35,0.34,0,12.00246487,2.35,0.34,0,2.509100069,2.35,0.34,0,1.619108164,71.7,0.21,0,2.173264741,71.7,0.21,0,0.78691793,,,0,1.222482443,,,0,1.790919737,2.35,0.34,0,5.371045504,2.35,0.34,0,35.17440857,2.35,0.34,0,2.692424241,2.35,0.34,0,58.76883865,2.95,0.35,2.059035271,67.14232566,3.1,0.32,3.814923946,45.9615
956.01,336.01,739.79,1.558845546,71.7,0.21,0,2.000447965,71.7,0.21,0,0.050011174,,,0,1.099995314,2.35,0.34,0,0.700406015,,,0,3.600544938,2.35,0.34,0,5.93E-13,2.35,0.34,0,7.05130759,2.35,0.34,0,6.265911089,2.35,0.34,0,5.179547098,2.35,0.34,0,1.693825568,71.7,0.21,0,2.172795105,71.7,0.21,0,0.054307371,,,0,1.194285534,2.35,0.34,0,0.76037566,22.54,0.23,3.60E-13,3.906608798,2.35,0.34,0,5.71E-13,2.35,0.34,0,3.253836093,2.35,0.34,0,12.04691617,,,0,0.831598867,,,0,54.3228
