S. No,Point_ID,Type,Point X,Point Y, Point Z,Thickness_1,ComponentName_1,MaterialID_1,P1_1,P2_1,P3_1,Distance_1,Thickness_2,ComponentName_2,MaterialID_2,P1_2,P2_2,P3_2,Distance_2,Thickness_3,ComponentName_3,MaterialID_3,P1_3,P2_3,P3_3,Distance_3,Thickness_4,ComponentName_4,MaterialID_4,P1_4,P2_4,P3_4,Distance_4,Thickness_5,ComponentName_5,MaterialID_5,P1_5,P2_5,P3_5,Distance_5,Thickness_6,ComponentName_6,MaterialID_6,P1_6,P2_6,P3_6,Distance_6,Thickness_7,ComponentName_7,MaterialID_7,P1_7,P2_7,P3_7,Distance_7,Thickness_8,ComponentName_8,MaterialID_8,P1_8,P2_8,P3_8,Distance_8,Thickness_9,ComponentName_9,MaterialID_9,P1_9,P2_9,P3_9,Distance_9,Thickness_10,ComponentName_10,MaterialID_10,P1_10,P2_10,P3_10,Distance_10,Thickness_11,ComponentName_11,MaterialID_11,P1_11,P2_11,P3_11,Distance_11,Thickness_12,ComponentName_12,MaterialID_12,P1_12,P2_12,P3_12,Distance_12,Thickness_13,ComponentName_13,MaterialID_13,P1_13,P2_13,P3_13,Distance_13,Thickness_14,ComponentName_14,MaterialID_14,P1_14,P2_14,P3_14,Distance_14,Thickness_15,ComponentName_15,MaterialID_15,P1_15,P2_15,P3_15,Distance_15,Thickness_16,ComponentName_16,MaterialID_16,P1_16,P2_16,P3_16,Distance_16,Thickness_17,ComponentName_17,MaterialID_17,P1_17,P2_17,P3_17,Distance_17,Thickness_18,ComponentName_18,MaterialID_18,P1_18,P2_18,P3_18,Distance_18,Thickness_19,ComponentName_19,MaterialID_19,P1_19,P2_19,P3_19,Distance_19,A3MS
115,P115,R1,982.21,186.18,610.39,0.553529687,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.100015972,1.14E-13,SCREEN_2,43307,9.70E-08,0.4,0.4,1.100175292,1.700271521,SIDE_SUPPORT_BRACKETS,46008,9.70E-08,0.4,0.4,68.695803,3.868929812,A2146801901_600,46101,1.05E-06,3.1,0.32,53.9280172,2.802345039,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.6525
116,P116,R1,988.93,256.68,603.39,0.555398243,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.100822534,0,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,8.132861947,10.72095188,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,9.12470467,0.194146825,REAR_BRACKET,46072,1.85E-06,24,0.136,32.42167751,2.520563345,A2146801901_600,46101,1.05E-06,3.1,0.32,94.58929716,2.73239486,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.2724
117,P117,R1,1001.85,261.72,587.27,0.669908357,INNER_SCREEN,46064,1.81E-06,44.8,0.35,2.54E-13,0.906641334,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.205420864,7.005864853,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.83219604,0.010302742,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.699742662,3.090822729,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,14.4238394,2.060548503,REAR_BRACKET,46072,1.85E-06,24,0.136,26.68410288,2.575685608,A2146801901_600,46101,1.05E-06,3.1,0.32,98.2838739,2.707327058,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5242
118,P118,R1,1015.13,265.57,570.67,0.687170466,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.69E-13,0.934204178,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.242066918,6.794212203,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.169859205,0.530661671,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.703217236,0.010615957,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.751416615,3.18478697,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,14.86233919,2.123191326,REAR_BRACKET,46072,1.85E-06,24,0.136,27.4953275,2.653989142,A2146801901_600,46101,1.05E-06,3.1,0.32,103.4300425,2.696937106,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.7625
119,P119,R1,1025.09,267.54,558.2,0.708128362,INNER_SCREEN,46064,1.81E-06,44.8,0.35,2.27E-13,0.967125571,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.285837407,7.033640519,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.17584505,0.550833355,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.867487659,0.010990063,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.867181974,3.242973628,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,15.5728609,2.011106698,REAR_BRACKET,46072,1.85E-06,24,0.136,23.14569032,7.184617173,A2146801901_600,46101,1.05E-06,3.1,0.32,108.307848,2.679715354,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9286
120,P120,R1,1027.41,271.07,555.37,0.721807547,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.55E-13,0.975666336,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.297192742,7.095755171,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.177397952,0.556088255,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.910082393,0.011087117,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,2.949877485,3.025773866,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,14.70159689,2.217423499,REAR_BRACKET,46072,1.85E-06,24,0.136,16.32582277,10.36703447,A2146801901_600,46101,1.05E-06,3.1,0.32,72.49283944,11.02644988,A2146802402_4,46064,1.81E-06,44.8,0.35,30.170869,2.664599903,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.718
121,P121,R1,989.04,287.3,603.88,0.556845526,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.10085817,0,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,15.33044191,3.025745113,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,7.06998292,2.318312143,REAR_BRACKET,46072,1.85E-06,24,0.136,4.34E-06,29.54295439,A2146801901_594,40163,0,1,1.00E-03,3.328319625,0.381051118,A2146801901_594,40163,0,1,1.00E-03,2.140403143,98.05137936,A2146802402_4,46064,1.81E-06,44.8,0.35,2.646000076,41.99043968,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.121
122,P122,R1,1003.16,287.51,586.15,0.670559161,INNER_SCREEN,46064,1.81E-06,44.8,0.35,5.08E-13,0.909748827,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.209552418,7.029877299,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.848758284,0.010338055,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.705568492,3.101416455,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,14.47327679,2.067610986,REAR_BRACKET,46072,1.85E-06,24,0.136,26.77556205,2.584513713,A2146801901_600,46101,1.05E-06,3.1,0.32,100.8156861,2.646000126,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.7787
123,P123,R1,1015.89,293.89,570.3,0.694680976,INNER_SCREEN,46064,1.81E-06,44.8,0.35,2.54E-13,0.93976118,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.249455206,6.834626767,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.170869592,0.533784625,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.731227389,0.010679104,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.761834709,3.203731297,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,14.95074605,2.135820875,REAR_BRACKET,46072,1.85E-06,24,0.136,27.65888019,2.669776081,A2146801901_600,46101,1.05E-06,3.1,0.32,104.9017176,2.646022104,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6049
124,P124,R1,1022.73,297.58,561.78,0.704083919,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.61E-13,0.959207893,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.275310494,6.976057403,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.174405439,0.545284705,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.828677515,0.01090009,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.798292794,3.815031392,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,14.71512108,2.180017947,REAR_BRACKET,46072,1.85E-06,24,0.136,28.2312323,2.641341882,A2146801901_600,46101,1.05E-06,3.1,0.32,107.7181955,2.646027255,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1669
125,P125,R1,989.95,313.24,603.26,0.552314331,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.10093165,0,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,15.34161086,3.027949512,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,6.755980467,2.459475468,REAR_BRACKET,46072,1.85E-06,24,0.136,16.00492654,3.58464776,A2146801901_600,46101,1.05E-06,3.1,0.32,114.480541,2.646027864,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6311
126,P126,R1,1003.68,311.76,586,0.675374355,INNER_SCREEN,46064,1.81E-06,44.8,0.35,2.54E-13,0.91013551,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.210066531,7.032865308,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.850819221,0.010342449,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.706293434,3.619857144,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,13.96230613,2.06848981,REAR_BRACKET,46072,1.85E-06,24,0.136,26.32891068,3.043644417,A2146801901_600,46101,1.05E-06,3.1,0.32,101.19873,2.646041693,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0566
127,P127,R1,1015.61,322.83,571.25,0.697898195,INNER_SCREEN,46064,1.81E-06,44.8,0.35,2.54E-13,0.938121386,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.247275025,6.822700989,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.170571441,0.532970518,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.722854547,0.01066047,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,2.913174088,3.08689901,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,7.212069855,2.09451187,REAR_BRACKET,46072,1.85E-06,24,0.136,34.33109263,2.818035232,A2146801901_600,46101,1.05E-06,3.1,0.32,104.8793504,2.646059125,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.71
128,P128,R1,990.36,339.09,603.27,0.550001451,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.10094554,1.14E-13,SCREEN_2,43307,9.70E-08,0.4,0.4,22.78906617,2.648029033,REAR_BRACKET,46072,1.85E-06,24,0.136,7.482411596,2.255123197,A2148309800_712,,,,,22.16243693,3.315925763,A2146801901_594,40163,0,1,1.00E-03,0.015277068,2.523638509,A2146801901_600,46101,1.05E-06,3.1,0.32,98.82318303,2.646062624,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9683
129,P129,R1,1004.33,333.62,585.62,0.668943701,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.61E-13,0.910917868,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.211106711,7.038910797,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.854989011,0.010351339,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,3.893663504,10.83760829,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,7.252805047,3.195254837,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,5.399037587,9.073565813,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,8.533339036,2.587834852,A2146801901_600,46101,1.05E-06,3.1,0.32,101.5926349,2.646089883,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7901
130,P130,R1,1016.22,345.49,570.94,0.693468026,INNER_SCREEN,46064,1.81E-06,44.8,0.35,2.54E-13,0.938825671,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.248211404,6.827823065,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.170699495,0.533469138,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.726301686,0.010668474,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,7.201218785,5.064063443,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,37.39624481,2.667118385,A2146801901_600,46101,1.05E-06,3.1,0.32,105.4819705,2.646013108,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2905
131,P131,R1,988.83,363.77,605.71,0.557824538,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.100733188,0,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,1.108064565,1.7124642,SIDE_SUPPORT_BRACKETS,46008,9.70E-08,0.4,0.4,1.007332387,5.978490403,REAR_BRACKET,46072,1.85E-06,24,0.136,2.173277055,6.074799081,REAR_BRACKET,46072,1.85E-06,24,0.136,8.825973474,17.35673025,A2146801901_600,46101,1.05E-06,3.1,0.32,117.7239038,2.646031897,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8988
132,P132,R1,999.1,352.79,592.58,0.662129101,INNER_SCREEN,46064,1.81E-06,44.8,0.35,3.60E-13,0.900463476,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.197207121,6.599987974,INNER_SCREEN,46064,1.81E-06,44.8,0.35,5.157408315,0.010232539,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.688160607,3.069761849,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,6.693069412,2.026336474,REAR_BRACKET,46072,1.85E-06,24,0.136,30.77819657,3.069761849,A2146801901_594,40163,0,1,1.00E-03,0.306976185,2.558134874,A2146801901_600,46101,1.05E-06,3.1,0.32,100.5322616,2.646105776,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.7495
133,P133,R1,1015.63,371.15,572.2,0.682871411,INNER_SCREEN,46064,1.81E-06,44.8,0.35,5.08E-13,0.92936822,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.235637293,6.759041601,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.168979919,0.528027134,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.678758319,0.010561003,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,3.08345941,3.084167572,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,6.898085595,2.078151754,REAR_BRACKET,46072,1.85E-06,24,0.136,34.01738721,2.640250625,A2146801901_600,46101,1.05E-06,3.1,0.32,104.7577323,2.649304,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.947
134,P134,R1,1072.4,-71.67,491.87,0.924188536,SCREEN_2,43307,9.70E-08,0.4,0.4,2.52E-12,1.253178599,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.66615791,7.120332948,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.227855885,0.711661175,INNER_SCREEN,46064,1.81E-06,44.8,0.35,3.304201376,0.099684661,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.699419746,4.272199769,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,42.57959103,2.848133179,REAR_BRACKET,46072,1.85E-06,24,0.136,4.272199769,3.560166474,A2146801901_600,46101,1.05E-06,3.1,0.32,80.75509333,0,A2146801901_595,46014,9.50E-07,1.15,0.43,2.500010982,0,A2146801901_595,46014,9.50E-07,1.15,0.43,9.991261798,2.646,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.4764
135,P135,R1,1000.36,373.15,591.42,0.662962568,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.10E-13,0.896676584,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.192172277,7.132654647,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.575296014,0.010189507,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.681061062,3.082906946,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,6.746009672,2.020049001,REAR_BRACKET,46072,1.85E-06,24,0.136,27.87218394,3.39082064,A2146801901_600,46101,1.05E-06,3.1,0.32,105.9128819,2.649433135,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.2967
136,P136,R1,987.74,389.33,607.59,0.549989705,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.100589212,0,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,1.106480826,1.710016611,SIDE_SUPPORT_BRACKETS,46008,9.70E-08,0.4,0.4,4.088940373,3.658091445,REAR_BRACKET,46072,1.85E-06,24,0.136,4.373590629,3.635854333,A2148309800_712,,,,,7.274188405,3.12884217,A2146801901_600,46101,1.05E-06,3.1,0.32,22.16497416,10.68784743,A2146801901_600,46101,1.05E-06,3.1,0.32,100.2119531,2.646057023,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1891
137,P137,R1,995.83,397.27,597.6,0.559112334,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.101650691,0,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,3.60E-13,9.046911488,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.403993525,3.557774181,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,7.702422511,2.127616581,REAR_BRACKET,46072,1.85E-06,24,0.136,28.89887413,3.049520726,A2146801901_594,40163,0,1,1.00E-03,0.304952073,2.541267272,A2146801901_600,46101,1.05E-06,3.1,0.32,100.3470317,2.646006867,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7271
138,P138,R1,1011.2,393.68,578.23,0.682050684,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.69E-13,0.921938296,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.22575887,7.396301672,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.64149241,0.010476572,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.728420925,3.457268609,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,13.96553324,2.482684091,REAR_BRACKET,46072,1.85E-06,24,0.136,27.13432029,2.619142886,A2146801901_600,46101,1.05E-06,3.1,0.32,104.3035555,2.652233738,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.8274
139,P139,R1,1020.79,401.9,566.36,0.704163835,INNER_SCREEN,46064,1.81E-06,44.8,0.35,3.60E-13,0.94921529,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.262024874,6.903383926,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.17258856,0.539312594,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.778666067,0.010786537,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.779558976,3.235961216,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,15.10115234,2.15730748,REAR_BRACKET,46072,1.85E-06,24,0.136,27.93713183,2.696634346,A2146801901_600,46101,1.05E-06,3.1,0.32,107.7280525,2.6460001,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5041
140,P140,R1,1010.44,425.82,579.84,0.681233872,INNER_SCREEN,46064,1.81E-06,44.8,0.35,5.08E-13,0.92210486,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.225980326,6.706217165,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.167659278,0.523737905,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.642354575,0.010478464,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.728733195,3.253424507,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,14.55996484,2.09569287,REAR_BRACKET,46072,1.85E-06,24,0.136,27.13922259,2.61961608,A2146801901_600,46101,1.05E-06,3.1,0.32,70.68461969,0.580058674,A2146802402_4,46064,1.81E-06,44.8,0.35,0.598703794,4.343400071,A2146802402_4,46064,1.81E-06,44.8,0.35,28.03122662,2.646006802,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.985
141,P141,R1,995.05,426.12,599.17,0.558592806,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.10147317,0,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,4.10E-13,4.161431415,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.59109315,3.162382698,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.714990402,0.063677871,INNER_SCREEN,46064,1.81E-06,44.8,0.35,13.59748095,4.121094506,REAR_BRACKET,46072,1.85E-06,24,0.136,18.35282681,4.6783421,A2146801901_600,46101,1.05E-06,3.1,0.32,114.6013024,2.646005465,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3149
142,P142,R1,1007.79,456.67,583.8,0.677402162,INNER_SCREEN,46064,1.81E-06,44.8,0.35,5.08E-13,0.915250462,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.216867092,7.072389935,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.878080772,0.010400573,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.715882785,3.12017203,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,14.02162202,2.057164059,REAR_BRACKET,46072,1.85E-06,24,0.136,24.39924538,3.100371231,A2146801901_600,46101,1.05E-06,3.1,0.32,0.359361825,2.240781534,A2146801901_600,46101,1.05E-06,3.1,0.32,103.7457273,2.646004044,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5904
143,P143,R1,1027.29,462.77,559.43,0.707624295,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.69E-13,0.966275287,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.284706916,7.027456632,INNER_SCREEN,46064,1.81E-06,44.8,0.35,5.589247744,0.010980401,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.811542522,3.294120296,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,15.37256138,2.196080195,REAR_BRACKET,46072,1.85E-06,24,0.136,28.43923856,2.745100247,A2146801901_600,46101,1.05E-06,3.1,0.32,110.945785,2.646006861,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0721
144,P144,R1,1023.67,485.38,564.45,0.707338031,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.69E-13,0.954364654,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.268871187,7.374635961,INNER_SCREEN,46064,1.81E-06,44.8,0.35,5.086550687,0.010845053,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.789212841,3.253515865,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,15.18307404,2.169010574,REAR_BRACKET,46072,1.85E-06,24,0.136,28.08868698,2.711263221,A2146801901_600,46101,1.05E-06,3.1,0.32,109.5932551,2.646001771,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5303
