S. No,Point_ID,Type,Point X,Point Y, Point Z,Thickness_1,ComponentName_1,MaterialID_1,P1_1,P2_1,P3_1,Distance_1,Thickness_2,ComponentName_2,MaterialID_2,P1_2,P2_2,P3_2,Distance_2,Thickness_3,ComponentName_3,MaterialID_3,P1_3,P2_3,P3_3,Distance_3,Thickness_4,ComponentName_4,MaterialID_4,P1_4,P2_4,P3_4,Distance_4,Thickness_5,ComponentName_5,MaterialID_5,P1_5,P2_5,P3_5,Distance_5,Thickness_6,ComponentName_6,MaterialID_6,P1_6,P2_6,P3_6,Distance_6,Thickness_7,ComponentName_7,MaterialID_7,P1_7,P2_7,P3_7,Distance_7,Thickness_8,ComponentName_8,MaterialID_8,P1_8,P2_8,P3_8,Distance_8,Thickness_9,ComponentName_9,MaterialID_9,P1_9,P2_9,P3_9,Distance_9,Thickness_10,ComponentName_10,MaterialID_10,P1_10,P2_10,P3_10,Distance_10,Thickness_11,ComponentName_11,MaterialID_11,P1_11,P2_11,P3_11,Distance_11,Thickness_12,ComponentName_12,MaterialID_12,P1_12,P2_12,P3_12,Distance_12,Thickness_13,ComponentName_13,MaterialID_13,P1_13,P2_13,P3_13,Distance_13,Thickness_14,ComponentName_14,MaterialID_14,P1_14,P2_14,P3_14,Distance_14,Thickness_15,ComponentName_15,MaterialID_15,P1_15,P2_15,P3_15,Distance_15,Thickness_16,ComponentName_16,MaterialID_16,P1_16,P2_16,P3_16,Distance_16,Thickness_17,ComponentName_17,MaterialID_17,P1_17,P2_17,P3_17,Distance_17,Thickness_18,ComponentName_18,MaterialID_18,P1_18,P2_18,P3_18,Distance_18,Thickness_19,ComponentName_19,MaterialID_19,P1_19,P2_19,P3_19,Distance_19,A3MS
184,P13,R2,1001.05,-75.82,581.37,0.682670916,SCREEN_2,43307,9.70E-08,0.4,0.4,2.05E-12,0.926037309,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.231208695,5.892964696,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.050811965,3.156945373,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,15.58759823,3.143611014,REAR_BRACKET,46072,1.85E-06,24,0.136,12.62778146,2.630787811,A2146801901_600,46101,1.05E-06,3.1,0.32,132.6052476,0,A2146801901_595,46014,9.50E-07,1.15,0.43,4.293127082,0,A2146801901_595,46014,9.50E-07,1.15,0.43,18.93602805,27.29493703,A2146827600_FP001_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.6581
185,P14,R2,1031.8,-76.52,542.74,0.69229458,SCREEN_2,43307,9.70E-08,0.4,0.4,2.05E-12,0.945231439,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.256728164,6.015109159,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.176228154,3.222379907,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,31.57932308,2.148253271,REAR_BRACKET,46072,1.85E-06,24,0.136,6.123381794,2.676676647,A2146801901_600,46101,1.05E-06,3.1,0.32,177.420176,3.11E-11,A2146801301_566,46014,9.50E-07,1.15,0.43,6.601573678,0.208389292,A2146801301_566,46014,9.50E-07,1.15,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.8027
186,P15,R2,1045.35,-73.93,525.79,0.706013268,SCREEN_2,43307,9.70E-08,0.4,0.4,2.05E-12,0.954664664,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.269270065,6.075138771,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.237865703,3.254538627,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,32.43690165,2.169692418,REAR_BRACKET,46072,1.85E-06,24,0.136,3.254538627,2.712115523,A2146801901_600,46101,1.05E-06,3.1,0.32,175.5048277,6.592453752,A2146800901_195,,,,,62.20225972,4.059586617,A2148312000_10,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5003
187,P16,R2,1057.52,-78.58,510.41,0.709626531,SCREEN_2,43307,9.70E-08,0.4,0.4,1.98E-12,0.963768332,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.281373805,5.475956433,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.175234629,0.547694057,INNER_SCREEN,46064,1.81E-06,44.8,0.35,2.540741349,0.07666339,INNER_SCREEN,46064,1.81E-06,44.8,0.35,3.614131246,3.28557386,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,32.74621947,2.190382573,REAR_BRACKET,46072,1.85E-06,24,0.136,3.28557386,2.737978217,A2146801901_600,46101,1.05E-06,3.1,0.32,148.1177138,3.21319382,A2146800901_195,,,,,64.90217549,2.673209944,A2146800901_208,40000,1.04E-06,3.45,0.3,17.56621067,4.320858641,A2148312000_10,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.7727
188,P17,R2,983.46,17.37,655.59,0.200739351,A2146801901_586,46021,1.05E-06,2.1,0.32,4.246249783,0.532532234,A2148309800_712,,,,,4.817428819,2.378215656,A2148309800_712,,,,,1.563134703,0,A2148309800_712,,,,,2.563963506,3.57332057,A2148309800_712,,,,,2.755993348,4.776305133,A2148309800_712,,,,,3.707697868,2.696677753,A2146830000_1,,,,,3.126784763,3.508338167,A2146830000_1,,,,,20.69099265,5.86442926,A2146830000_1,,,,,1.329158944,50.81487659,A2146801901_600,46101,1.05E-06,3.1,0.32,3.012479999,24.44022707,A2146802402_4,46064,1.81E-06,44.8,0.35,5.011508235,0,A2146802402_4,46064,1.81E-06,44.8,0.35,2.654388644,36.11571204,A2146827600_FP001_2,,,,,4.912191211,2.646199845,A2146802402_4,46064,1.81E-06,44.8,0.35,0,5.000252631,A2146802402_4,46064,1.81E-06,44.8,0.35,2.655482587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7453
189,P18,R2,976.03,-42.62,613.47,0.573271837,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.103690087,1.61E-13,SCREEN_2,43307,9.70E-08,0.4,0.4,1.14059067,1.762731477,SIDE_SUPPORT_BRACKETS,46008,9.70E-08,0.4,0.4,1.503404747,3.996824724,REAR_BRACKET,46072,1.85E-06,24,0.136,8.380451388,0.221171252,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,11.09730086,2.851613751,REAR_BRACKET,46072,1.85E-06,24,0.136,16.91677325,9.320298491,A2148309800_712,,,,,9.527659136,2.985995012,A2146801901_600,46101,1.05E-06,3.1,0.32,49.74335721,3.669090941,A2146802402_4,46064,1.81E-06,44.8,0.35,0.097007588,6.284456926,A2146802402_4,46064,1.81E-06,44.8,0.35,11.96925781,6.809400689,A2146802402_4,46064,1.81E-06,44.8,0.35,0,1.850550964,A2146802402_4,46064,1.81E-06,44.8,0.35,8.814584152,17.76085039,A2146827600_FP001_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.3686
190,P19,R2,991.78,-49.55,593.55,0.681068373,SCREEN_2,43307,9.70E-08,0.4,0.4,1.96E-12,0.920636874,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.224028571,5.85859829,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.01552503,3.166839578,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,16.50131183,2.092356565,REAR_BRACKET,46072,1.85E-06,24,0.136,7.304169837,2.928713213,A2146801901_600,46101,1.05E-06,3.1,0.32,118.5427132,0,A2146801901_595,46014,9.50E-07,1.15,0.43,4.186097151,0,A2146801901_595,46014,9.50E-07,1.15,0.43,16.30065698,26.55516743,A2146827600_FP001_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.4413
191,P20,R2,999.89,-47.83,583.41,0.689317566,SCREEN_2,43307,9.70E-08,0.4,0.4,1.96E-12,0.925113024,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.229979817,5.887082883,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.044772603,3.679426802,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,16.08435145,2.10252963,REAR_BRACKET,46072,1.85E-06,24,0.136,5.500423578,2.621144663,A2146801901_600,46101,1.05E-06,3.1,0.32,159.9366896,27.16842847,A2146827600_FP001_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.7838
192,P21,R2,1012.81,-53.94,567.05,0.686425431,SCREEN_2,43307,9.70E-08,0.4,0.4,1.93E-12,0.932784587,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.240179507,5.988904495,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.041896706,3.179947454,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,16.74772326,2.119964992,REAR_BRACKET,46072,1.85E-06,24,0.136,13.4013848,3.798557943,A2146801901_600,46101,1.05E-06,3.1,0.32,182.7866394,28.21924638,A2146827600_FP001_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.7334
193,P22,R2,1023.59,-50.7,553.58,0.690617157,SCREEN_2,43307,9.70E-08,0.4,0.4,2.15E-12,0.939526167,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.249142745,5.925420713,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.192331556,3.444989551,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,17.46991192,14.68625344,REAR_BRACKET,46072,1.85E-06,24,0.136,4.862528873,2.669108429,A2146801901_600,46101,1.05E-06,3.1,0.32,176.92202,0,A2146801901_595,46014,9.50E-07,1.15,0.43,4.559597452,1.298648821,A2146801901_595,46014,9.50E-07,1.15,0.43,0,1.437109651,A2146801901_595,46014,9.50E-07,1.15,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0813
194,P23,R2,1038.6,-47.85,534.79,0.696593175,SCREEN_2,43307,9.70E-08,0.4,0.4,1.83E-12,0.949577322,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.262506213,6.04276478,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.20462455,3.237195418,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,32.26404766,2.158130278,REAR_BRACKET,46072,1.85E-06,24,0.136,3.237195418,13.38040773,A2146801901_600,46101,1.05E-06,3.1,0.32,179.767628,5.327092102,A2146800901_195,,,,,18.98154238,2.033853727,A2148312000_10,40000,1.04E-06,3.45,0.3,57.69792117,1.990032543,A2148312000_10,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5285
195,P24,R2,1051.17,-56.13,518.85,0.711357422,SCREEN_2,43307,9.70E-08,0.4,0.4,1.93E-12,0.958708635,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.274646708,5.959245721,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.405916789,3.268324892,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,32.57430476,2.178883262,REAR_BRACKET,46072,1.85E-06,24,0.136,3.268324892,2.723604077,A2146801901_600,46101,1.05E-06,3.1,0.32,159.3539034,3.236743927,A2146800901_195,,,,,51.37879114,27.64609202,A2148312000_10,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.2608
196,P25,R2,1057.6,-46.16,510.98,0.714499169,SCREEN_2,43307,9.70E-08,0.4,0.4,1.98E-12,0.963423238,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.280914987,5.473995673,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.175171883,0.547348788,INNER_SCREEN,46064,1.81E-06,44.8,0.35,2.53998075,0.076635939,INNER_SCREEN,46064,1.81E-06,44.8,0.35,3.612837144,3.284397404,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,32.73449412,2.189598269,REAR_BRACKET,46072,1.85E-06,24,0.136,3.284397404,13.57550927,A2146801901_600,46101,1.05E-06,3.1,0.32,138.9659003,3.195290541,A2146800901_195,,,,,41.49520426,1.815466131,A2148312000_10,40000,1.04E-06,3.45,0.3,46.51034815,1.790156978,A2148312000_10,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7017
197,P26,R2,1074.64,-48.03,489.54,0.719871272,SCREEN_2,43307,9.70E-08,0.4,0.4,1.98E-12,0.976979426,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.298938555,5.551019468,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.177636701,0.554708173,INNER_SCREEN,46064,1.81E-06,44.8,0.35,2.576062729,0.077714273,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.218774796,3.330611681,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,38.19101394,2.775509734,A2146801901_600,46101,1.05E-06,3.1,0.32,27.91061932,1.65E-12,A2146801301_566,46014,9.50E-07,1.15,0.43,2.799262998,1.47E-12,A2146801301_566,46014,9.50E-07,1.15,0.43,83.77084467,3.089363215,A2146800901_195,,,,,37.39814827,1.023448094,A2146804802_197,40015,1.29E-06,7.63,0.37,12.07174558,2.759542059,A2146804802_197,40015,1.29E-06,7.63,0.37,0.488569043,2.147690229,A2148312000_10,40000,1.04E-06,3.45,0.3,39.15709758,1.780245498,A2148312000_10,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.9922
198,P27,R2,1093.85,-44.65,465.49,0.732358959,SCREEN_2,43307,9.70E-08,0.4,0.4,1.94E-12,0.993473596,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.320868304,6.096315251,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.293530437,0.225789454,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.045153744,0.079932578,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.072830036,3.386841806,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,16.01597984,2.059631063,REAR_BRACKET,46072,1.85E-06,24,0.136,6.360726594,2.812037551,A2146801901_600,46101,1.05E-06,3.1,0.32,89.60199585,5.470290049,A2146800901_195,,,,,50.00506312,2.529924381,A2146800901_218,,,,,9.795807262,2.132196528,A2146804802_197,40015,1.29E-06,7.63,0.37,45.39460841,2.108058449,A2146804802_197,40015,1.29E-06,7.63,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1138
199,P28,R2,1112.19,-46.33,442.43,0.631302436,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.114843452,1.06E-06,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,5.68E-14,1.263288524,SIDE_SUPPORT_BRACKETS,46008,9.70E-08,0.4,0.4,5.68E-14,1.952356622,SIDE_SUPPORT_BRACKETS,46008,9.70E-08,0.4,0.4,1.148446134,1.361073773,REAR_BRACKET,46072,1.85E-06,24,0.136,10.90890496,2.101337177,A2146801901_593,40017,5.00E-06,2.4,0,1.15E-13,2.001277,A2146801901_593,40017,5.00E-06,2.4,0,54.04254667,2.936269852,A2146807203_11,40002,1.05E-06,3.6,0.4,18.6333662,6.393588452,A2146808100_8,40004,6.00E-08,4.70E-03,3.25,4.595895135,0.909909086,A2146800901_195,,,,,39.05642759,2.886721256,A2146800901_199,46056,1.04E-06,2.14,0.34,15.55541157,1.158191026,A2146800901_199,46056,1.04E-06,2.14,0.34,3.87E-12,6.166631737,A2146800901_218,,,,,19.33605612,8.635931248,A2146804802_197,40015,1.29E-06,7.63,0.37,25.25816105,2.081127008,A2146804802_197,40015,1.29E-06,7.63,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3768
200,P29,R2,1111.94,-34.3,442.99,0.631114436,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.114794267,1.06E-06,SCREEN_2,43307,9.70E-08,0.4,0.4,0,1.262747526,SIDE_SUPPORT_BRACKETS,46008,9.70E-08,0.4,0.4,5.68E-14,1.95152054,SIDE_SUPPORT_BRACKETS,46008,9.70E-08,0.4,0.4,1.147954325,1.364572455,REAR_BRACKET,46072,1.85E-06,24,0.136,11.34742178,2.101238308,A2146801901_593,40017,5.00E-06,2.4,0,2.35E-13,2.001181282,A2146801901_593,40017,5.00E-06,2.4,0,4.86E-13,1.000591386,A2146801901_593,40017,5.00E-06,2.4,0,3.070314452,8.463441945,A2146801901_600,46101,1.05E-06,3.1,0.32,41.65074925,4.030736137,A2146807203_11,40002,1.05E-06,3.6,0.4,16.17024565,6.382182248,A2146808100_8,40004,6.00E-08,4.70E-03,3.25,44.9054961,2.885696762,A2146800901_199,46056,1.04E-06,2.14,0.34,23.93268737,5.901968666,A2146800901_218,,,,,15.46072672,1.377763659,A2146800901_218,,,,,26.60143523,5.531356645,A2146804802_197,40015,1.29E-06,7.63,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.6806
201,P30,R2,1108.17,-26.9,447.88,0.632457236,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.114369951,0,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,11.14779161,4.980689737,REAR_BRACKET,46072,1.85E-06,24,0.136,10.15485393,0.451044484,A2146801901_600,46101,1.05E-06,3.1,0.32,55.33965053,2.719666402,A2146807203_11,40002,1.05E-06,3.6,0.4,13.44790327,2.689416802,A2146800901_195,,,,,7.458668705,6.376827378,A2146800901_195,,,,,35.96986602,2.317602587,A2146800901_216,48610,1.09E-06,2.1,0.35,5.867738916,8.572628523,A2146800901_199,46056,1.04E-06,2.14,0.34,3.744902135,3.692303173,A2146800901_199,46056,1.04E-06,2.14,0.34,0.547269888,3.749815864,A2146800901_218,,,,,46.55486138,7.591244961,A2146804802_197,40015,1.29E-06,7.63,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.9317
202,P31,R2,1092.68,-32.01,467.22,0.73321553,SCREEN_2,43307,9.70E-08,0.4,0.4,2.00E-12,0.992241022,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.319229541,6.167679989,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.629974102,3.382639848,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,17.48571895,1.935621746,REAR_BRACKET,46072,1.85E-06,24,0.136,3.351675671,2.576056752,A2146801901_600,46101,1.05E-06,3.1,0.32,90.80538843,2.97620805,A2146800901_195,,,,,54.67353367,2.530865173,A2146800901_218,,,,,8.374619337,2.010859814,A2146804802_197,40015,1.29E-06,7.63,0.37,46.90839802,2.109953621,A2146804802_197,40015,1.29E-06,7.63,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5514
203,P32,R2,1070.14,-21.43,495.74,0.721031178,SCREEN_2,43307,9.70E-08,0.4,0.4,1.98E-12,0.97295148,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.293583217,5.528133406,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.17690433,0.552907175,INNER_SCREEN,46064,1.81E-06,44.8,0.35,2.564956005,0.077393868,INNER_SCREEN,46064,1.81E-06,44.8,0.35,3.648568048,3.316880044,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,33.05823777,2.211253363,REAR_BRACKET,46072,1.85E-06,24,0.136,12.56014367,2.763540505,A2146801901_600,46101,1.05E-06,3.1,0.32,10.08773323,0.153522313,A2146801901_595,46014,9.50E-07,1.15,0.43,2.813646825,5.68E-14,A2146801901_595,46014,9.50E-07,1.15,0.43,98.16391099,5.236000789,A2146800901_195,,,,,44.0050377,2.22950287,A2146804802_197,40015,1.29E-06,7.63,0.37,0.557375717,1.672127152,A2148312000_10,40000,1.04E-06,3.45,0.3,45.56530149,1.708322445,A2148312000_10,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0524
204,P33,R2,1047.05,-19.01,524.77,0.700674821,SCREEN_2,43307,9.70E-08,0.4,0.4,1.93E-12,0.955250321,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.270048723,6.078865682,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.241692441,3.256535187,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,32.45680069,2.171023458,REAR_BRACKET,46072,1.85E-06,24,0.136,173.2329982,3.919243213,A2146800901_195,,,,,32.27281809,1.522563822,A2148312000_10,40000,1.04E-06,3.45,0.3,61.26642474,1.899429291,A2148312000_10,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2982
205,P34,R2,1036.16,-19.29,538.45,0.703431831,SCREEN_2,43307,9.70E-08,0.4,0.4,2.03E-12,0.947562375,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.259827249,6.029942388,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.191458702,3.23032628,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,32.19558525,2.153550853,REAR_BRACKET,46072,1.85E-06,24,0.136,183.4890446,0.286873648,A2146801301_566,46014,9.50E-07,1.15,0.43,14.51911545,4.37444827,A2146800901_195,,,,,3.475316461,6.194125586,A2146800901_195,,,,,5.989807476,1.502949647,A2148312000_10,40000,1.04E-06,3.45,0.3,66.91112452,1.774555257,A2148312000_10,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0613
206,P35,R2,1013.94,-13.49,566.47,0.694344407,SCREEN_2,43307,9.70E-08,0.4,0.4,2.05E-12,0.93306918,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.240557887,5.937712962,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.096758845,3.180917658,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,12.24845976,6.605003249,REAR_BRACKET,46072,1.85E-06,24,0.136,13.86137246,1.882646038,A2146801901_600,46101,1.05E-06,3.1,0.32,159.6058755,0,A2146801901_595,46014,9.50E-07,1.15,0.43,4.431965453,0,A2146801901_595,46014,9.50E-07,1.15,0.43,22.66248546,28.25830947,A2146827600_FP001_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5214
207,P36,R2,990.36,-11.95,596.1,0.679110946,SCREEN_2,43307,9.70E-08,0.4,0.4,2.05E-12,0.919545085,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.222576987,5.851650538,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.008391177,3.657281586,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,8.782641459,2.093627107,REAR_BRACKET,46072,1.85E-06,24,0.136,19.740403,2.61234399,A2146801901_600,46101,1.05E-06,3.1,0.32,110.6160129,0,A2146801901_595,46014,9.50E-07,1.15,0.43,4.164367587,0,A2146801901_595,46014,9.50E-07,1.15,0.43,15.82677378,26.40527998,A2146827600_FP001_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.1262
208,P37,R2,982.1,-26.75,606.17,0.573034266,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.104019077,0,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,2.54E-13,0.178496708,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.133560521,7.437363976,INNER_SCREEN,46064,1.81E-06,44.8,0.35,25.74472146,2.080381567,REAR_BRACKET,46072,1.85E-06,24,0.136,22.38685212,2.955225587,A2146801901_600,46101,1.05E-06,3.1,0.32,53.22468041,0,A2146801901_595,46014,9.50E-07,1.15,0.43,5.37787691,0,A2146801901_595,46014,9.50E-07,1.15,0.43,44.64411581,24.96974327,A2146827600_FP001_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0224
209,P38,R2,1057.88,-17.93,511.2,0.71051885,SCREEN_2,43307,9.70E-08,0.4,0.4,2.03E-12,0.963288213,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.280735465,5.473228483,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.175147332,0.547190213,INNER_SCREEN,46064,1.81E-06,44.8,0.35,2.53970663,0.076625199,INNER_SCREEN,46064,1.81E-06,44.8,0.35,3.617665134,3.284269984,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,32.7242391,2.189291393,REAR_BRACKET,46072,1.85E-06,24,0.136,40.55713872,0.096536861,A2146801901_595,46014,9.50E-07,1.15,0.43,7.068147972,0,A2146801901_595,46014,9.50E-07,1.15,0.43,101.5123962,3.279028978,A2146800901_195,,,,,44.43728555,1.574243083,A2148312000_10,40000,1.04E-06,3.45,0.3,50.62292877,1.79632996,A2148312000_10,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.2998
210,P39,R2,997.15,-23.65,587.34,0.684926502,SCREEN_2,43307,9.70E-08,0.4,0.4,2.05E-12,0.923352342,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.227638909,5.875878541,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.033268145,3.147792076,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,31.26806795,2.623160063,A2146801901_600,46101,1.05E-06,3.1,0.32,124.2609409,0,A2146801901_595,46014,9.50E-07,1.15,0.43,4.239992576,0,A2146801901_595,46014,9.50E-07,1.15,0.43,17.68082639,26.92737048,A2146827600_FP001_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2365
211,P40,R2,1010.17,-29.8,570.86,0.68617057,SCREEN_2,43307,9.70E-08,0.4,0.4,2.05E-12,0.93094754,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.23773707,5.924211616,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.082895856,3.70263226,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,16.18579245,2.115789886,REAR_BRACKET,46072,1.85E-06,24,0.136,12.69473916,2.644737329,A2146801901_600,46101,1.05E-06,3.1,0.32,151.7666806,0,A2146801901_595,46014,9.50E-07,1.15,0.43,4.390090312,0,A2146801901_595,46014,9.50E-07,1.15,0.43,21.52439993,27.96729556,A2146827600_FP001_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0744
