x,y,z,Thickness_r1_1,r1P2_1,r1P3_1,Distance_r1_1,Thickness_r1_2,r1P2_2,r1P3_2,Distance_r1_2,Thickness_r1_3,r1P2_3,r1P3_3,Distance_r1_3,Thickness_r1_4,r1P2_4,r1P3_4,Distance_r1_4,Thickness_r1_5,r1P2_5,r1P3_5,Distance_r1_5,Thickness_r1_6,r1P2_6,r1P3_6,Distance_r1_6,Thickness_r1_7,r1P2_7,r1P3_7,Distance_r1_7,Thickness_r1_8,r1P2_8,r1P3_8,Distance_r1_8,Thickness_r1_9,r1P2_9,r1P3_9,Distance_r1_9,Thickness_r1_10,r1P2_10,r1P3_10,Distance_r1_10,Thickness_r2_1,r2P2_1,r2P3_1,Distance_r2_1,Thickness_r2_2,r2P2_2,r2P3_2,Distance_r2_2,Thickness_r2_3,r2P2_3,r2P3_3,Distance_r2_3,Thickness_r2_4,r2P2_4,r2P3_4,Distance_r2_4,Thickness_r2_5,r2P2_5,r2P3_5,Distance_r2_5,Thickness_r2_6,r2P2_6,r2P3_6,Distance_r2_6,Thickness_r2_7,r2P2_7,r2P3_7,Distance_r2_7,Thickness_r2_8,r2P2_8,r2P3_8,Distance_r2_8,Thickness_r2_9,r2P2_9,r2P3_9,Distance_r2_9,Thickness_r2_10,r2P2_10,r2P3_10,Distance_r2_10,A3MS
914.87,516.6,714.55,2.192310425,69,0.22,1.252176723,2.35792488,69,0.22,10.53952645,3.38088143,69,0.22,19.65402618,3.98483393,69,0.22,10.64348437,0,0.1,0.45,0,0,0.1,0.45,6.32561127,0,0.1,0.45,0,0,0.1,0.45,1.036504333,0,2.95,0.35,0,0,2.95,0.35,2.19693722,2.781818836,69,0.22,1.588884839,2.99196682,69,0.22,13.37358646,4.289994492,69,0.22,5.331703602,3.375213101,69,0.22,22.54454361,2.598163218,69,0.22,10.78698136,0,2.95,0.35,0,1.14E-13,2.95,0.35,11.38095365,0,2.95,0.35,0,0,2.95,0.35,0.042511997,0,0.1,0.07,0,61.7679
915.83,519.79,703.58,1.881102004,69,0.22,1.206714065,2.172088064,69,0.22,10.25709676,3.258132097,69,0.22,3.698568755,4.668121565,69,0.22,21.45194821,0,0.1,0.45,0,0,0.1,0.45,3.104568883,3.60E-13,0.1,0.45,0,0,0.1,0.45,2.921830795,0,2.95,0.35,0,0,2.95,0.35,2.603205155,2.528156626,69,0.22,1.621795177,2.919235012,69,0.22,13.78529557,4.378852518,69,0.22,16.22486807,3.184568909,69,0.22,33.71391206,0,2.95,0.35,0,0,2.95,0.35,4.054493112,0,2.95,0.35,0,0,2.95,0.35,0.043392363,0,0.1,0.07,0,0,0.1,0.07,24.3269584,54.2137
917.21,516.95,689.25,1.67147495,69,0.22,1.16608272,2.098951551,69,0.22,9.911729408,3.148427326,69,0.22,17.55667458,4.670340557,69,0.22,10.01225992,1.14E-13,2.95,0.35,0,0,2.95,0.35,4.757691102,1.61E-13,2.95,0.35,0,0,2.95,0.35,4.145524425,0,0.1,0.07,0,0,0.1,0.07,17.49126291,2.389602222,69,0.22,1.667074854,3.000738533,69,0.22,14.17017384,5.11126281,69,0.22,53.99637048,0,2.95,0.35,0,0,2.95,0.35,4.167692449,0,2.95,0.35,0,0,2.95,0.35,0.044603611,0,0.1,0.07,0,0,0.1,0.07,27.78463414,2.54E-13,0.1,0.07,1.64E-12,62.272
918.29,513.36,678.81,1.601430714,69,0.22,4.183892834,2.035409502,69,0.22,6.936871653,7.357590881,69,0.22,31.55864088,1.14E-13,2.95,0.35,0,0,2.95,0.35,3.554826916,1.14E-13,2.95,0.35,0,0,2.95,0.35,0.100675756,0,0.1,0.07,0,0,0.1,0.07,16.96173347,0,0.1,0.07,0,2.410135188,69,0.22,6.296711591,3.063268332,69,0.22,10.43991376,5.213888324,69,0.22,13.03015252,3.136753282,69,0.22,38.38911745,0,2.95,0.35,0,0,2.95,0.35,4.254536352,0,2.95,0.35,0,0,2.95,0.35,0.061196379,8.04E-13,0.1,0.07,0,0,0.1,0.07,51.80735849,64.0866
913.19,515,734.18,2.819547222,69,0.22,1.322553244,5.95149921,69,0.22,7.680201159,3.579359493,69,0.22,39.05114865,2.22E-07,0.1,0.45,0,0,0.1,0.45,4.374561258,3.91E-08,0.1,0.45,0,0,0.1,0.45,3.963714827,0,2.95,0.35,0,0,2.95,0.35,3.569372785,0,2.95,0.35,0,3.269094296,69,0.22,1.533420413,6.900402986,69,0.22,8.904728266,4.15063526,69,0.22,5.50848558,3.278456517,69,0.22,23.77384914,1.378495144,69,0.22,12.98154845,5.25E-08,0.1,0.45,3.03E-09,0,0.1,0.45,3.452049783,1.14E-13,0.1,0.45,0,0,0.1,0.45,0.103124034,0,2.95,0.35,0,61.0608
911.31,503.73,753.56,0.825672935,69,0.22,1.92E-07,0.001404289,69,0.22,1.402884307,2.527719757,69,0.22,14.66145545,5.475215554,69,0.22,29.22214673,1.626200314,69,0.22,19.73658821,0,2.1,0.32,0,0,2.1,0.32,0.706044353,0,2.1,0.32,0,0,2.1,0.32,112.8294897,9.099095799,11.442,0.35,5.551022354,0.871672563,69,0.22,2.03E-07,0.001482524,69,0.22,1.481041351,2.668543276,69,0.22,46.70073774,7.124741425,69,0.22,14.57308964,0,2.1,0.32,0,0,2.1,0.32,2.662417822,0,2.1,0.32,0,0,2.1,0.32,3.401053958,0,2.95,0.35,0,0,2.95,0.35,0.94346774,32.8797
913.3,498.94,734.62,0.783369281,69,0.22,2.68E-07,0.001333861,69,0.22,1.332526519,2.400949107,69,0.22,0.69469721,0.105619158,69,0.22,42.81692569,3.601423659,69,0.22,7.147257981,0,2.1,0.32,0,0,2.1,0.32,2.99730489,0,2.1,0.32,0,1.14E-13,2.1,0.32,0.027163709,0,0.1,0.45,0,0.899893037,69,0.22,3.09E-07,0.001532268,69,0.22,1.530735714,3.677443806,69,0.22,49.18581087,4.137124282,69,0.22,13.64751083,0,0.1,0.45,0,0,0.1,0.45,2.540625725,0,0.1,0.45,0,0,0.1,0.45,4.10E-13,0,2.95,0.35,0,0,2.95,0.35,1.321125377,63.682
914.87,499.48,719.64,0.737955502,69,0.22,3.19E-07,0.001266099,69,0.22,1.264832485,2.278977969,69,0.22,41.40143307,3.418466953,69,0.22,11.4427816,0,0.1,0.45,0,0,0.1,0.45,3.518881197,0,0.1,0.45,0,1.14E-13,0.1,0.45,0.878098019,0,2.95,0.35,0,0,2.95,0.35,1.30027082,0.917550761,69,0.22,3.98E-07,0.001574228,69,0.22,1.572653101,2.833609838,69,0.22,51.47724535,4.250414757,69,0.22,7.815020627,0,2.95,0.35,0,0,2.95,0.35,3.935569214,0,2.95,0.35,0,0,2.95,0.35,8.372144294,0,0.1,0.07,0,0,0.1,0.07,23.61341529,60.5603
916.17,499.03,707.26,0.713996562,69,0.22,3.61E-07,0.001227486,69,0.22,1.226258337,2.215425367,69,0.22,0.514236994,0.216304408,69,0.22,39.40230551,3.314212615,69,0.22,7.0957161,0,0.1,0.45,0,0,0.1,0.45,2.504820086,0,0.1,0.45,0,0,0.1,0.45,4.82E-13,0,2.95,0.35,0,0.936963098,69,0.22,4.76E-07,0.001610805,69,0.22,1.609193756,3.459223187,69,0.22,52.11354917,4.349173492,69,0.22,16.52017665,0,2.95,0.35,0,0,2.95,0.35,4.027012531,0,2.95,0.35,0,0,2.95,0.35,0.043098304,0,0.1,0.07,0,0,0.1,0.07,24.16207492,64.0723
918.3,498.59,687.03,0.679366273,69,0.22,4.21E-07,0.001160527,69,0.22,1.159366006,2.785264622,69,0.22,37.25291429,3.1334227,69,0.22,5.761264348,0,2.95,0.35,0,0,2.95,0.35,2.901317313,0,2.95,0.35,0,0,2.95,0.35,6.171978147,0,0.1,0.07,0,0,0.1,0.07,17.40790388,0.980320539,69,0.22,6.11E-07,0.001674632,69,0.22,1.672956624,3.014337284,69,0.22,54.76046061,4.521505926,69,0.22,17.17477541,0,2.95,0.35,0,0,2.95,0.35,4.186579603,0,2.95,0.35,0,0,2.95,0.35,0.044805689,0,0.1,0.07,0,0,0.1,0.07,78.19407746,61.6631
919.87,498.88,672.13,0.659449825,69,0.22,4.63E-07,0.001119001,69,0.22,1.117881912,2.014202429,69,0.22,36.59134408,3.021303642,69,0.22,11.47631151,0,2.95,0.35,0,0,2.95,0.35,2.797503383,0,2.95,0.35,0,0,2.95,0.35,0.029939763,0,0.1,0.07,0,0,0.1,0.07,16.78502023,1.016681688,69,0.22,7.17E-07,0.001725178,69,0.22,1.723451921,3.954844963,69,0.22,55.56378816,4.657979987,69,0.22,17.6931674,0,2.95,0.35,0,0,2.95,0.35,4.312944478,0,2.95,0.35,0,0,2.95,0.35,2.504578092,1.02E-12,0.1,0.07,3.60E-13,6.63E-13,0.1,0.07,28.71620887,48.7861
920.94,498.88,661.95,0.641075916,69,0.22,4.88E-07,0.001087752,69,0.22,1.086663583,1.957953232,69,0.22,35.56948368,2.936929847,69,0.22,11.15582079,0,2.95,0.35,0,0,2.95,0.35,2.719379497,0,2.95,0.35,0,0,2.95,0.35,0.029103597,0,0.1,0.07,0,0,0.1,0.07,16.31627692,1.038215196,69,0.22,7.94E-07,0.001761602,69,0.22,1.759839378,4.814023967,69,0.22,55.96123568,4.749989507,69,0.22,18.07306143,0,2.95,0.35,0,0,2.95,0.35,4.404598733,2.54E-13,2.95,0.35,0,0,2.95,0.35,2.962256858,0,2.95,0.35,0,0,2.95,0.35,4.727892913,55.0468
920.91,478.78,662.22,0.640371089,69,0.22,4.85E-07,0.001089538,69,0.22,11.4646563,1.961167947,69,0.22,25.25167578,2.94175192,69,0.22,11.17413726,0,2.95,0.35,0,0,2.95,0.35,2.723844379,0,2.95,0.35,0,0,2.95,0.35,0.029151382,0,0.1,0.07,0,0,0.1,0.07,16.34306621,1.03479336,69,0.22,7.87E-07,0.001760614,69,0.22,18.52605531,3.169105545,69,0.22,40.80488157,4.753658319,69,0.22,18.05659822,0,2.95,0.35,0,0,2.95,0.35,4.401535529,0,2.95,0.35,0,0,2.95,0.35,8.582516555,0,2.95,0.35,0,0,2.95,0.35,7.100028052,59.2508
919.45,478.98,676.12,0.663126573,69,0.22,4.48E-07,0.001126446,69,0.22,11.85302041,2.027602307,69,0.22,26.10707367,3.041403461,69,0.22,11.55265991,0,2.95,0.35,0,0,2.95,0.35,2.816114326,0,2.95,0.35,0,0,2.95,0.35,0.030138973,0,0.1,0.07,0,0,0.1,0.07,16.89668588,1.007441426,69,0.22,6.83E-07,0.00171133,69,0.22,18.0074578,3.08039316,69,0.22,39.66263548,4.620589741,69,0.22,17.55114185,0,2.95,0.35,0,0,2.95,0.35,4.278323879,0,2.95,0.35,0,0,2.95,0.35,0.412070684,0,0.1,0.07,0,0,0.1,0.07,73.52287284,59.2227
917.76,478.81,692.16,0.689456093,69,0.22,4.04E-07,0.001179396,69,0.22,12.41019369,2.122913516,69,0.22,27.33428511,3.184370274,69,0.22,5.854939056,0,2.95,0.35,0,0,2.95,0.35,2.948490992,0,2.95,0.35,0,0,2.95,0.35,6.27233081,0,0.1,0.07,0,0,0.1,0.07,17.69094595,0.969207421,69,0.22,5.71E-07,0.001657944,69,0.22,17.44571111,2.984299587,69,0.22,38.42535043,4.476449381,69,0.22,17.0036297,0,2.95,0.35,0,0,2.95,0.35,4.144860579,0,2.95,0.35,0,0,2.95,0.35,0.04435929,0,0.1,0.07,0,0,0.1,0.07,25.4865979,61.1594
916.21,478.9,706.96,0.726526111,69,0.22,3.60E-07,0.0012312,69,0.22,12.95529197,2.216159148,69,0.22,28.53490052,3.324238722,69,0.22,6.743315723,0,0.1,0.45,0,0,0.1,0.45,2.504185202,0,0.1,0.45,0,0,0.1,0.45,5.68E-13,0,2.95,0.35,0,0,2.95,0.35,1.302176305,0.951067724,69,0.22,4.73E-07,0.001611717,69,0.22,16.95928042,2.901089727,69,0.22,37.35395396,4.351634592,69,0.22,16.52952506,0,2.95,0.35,0,0,2.95,0.35,4.029291327,0,2.95,0.35,0,0,2.95,0.35,0.043122687,0,0.1,0.07,0,0,0.1,0.07,24.1757477,61.9613
914.78,483.66,720.51,0.745174155,69,0.22,3.15E-07,0.001275349,69,0.22,3.084010816,6.517508799,69,0.22,35.67208419,3.443441537,69,0.22,12.90786621,1.14E-13,0.1,0.45,2.54E-13,3.22E-13,0.1,0.45,2.951210355,0,0.1,0.45,0,0,0.1,0.45,0.162191282,0,2.95,0.35,0,0,2.95,0.35,1.30008046,0.918343425,69,0.22,3.89E-07,0.001571724,69,0.22,3.80069684,8.03209735,69,0.22,43.961836,4.243654823,69,0.22,7.802591483,0,2.95,0.35,0,0,2.95,0.35,3.929310016,0,2.95,0.35,0,0,2.95,0.35,8.35882909,0,0.1,0.07,0,0,0.1,0.07,23.5758601,59.1953
913.25,474.03,735.04,0.777353661,69,0.22,2.62E-07,0.001336875,69,0.22,16.60895903,1.803208659,69,0.22,29.0455696,3.609563407,69,0.22,11.80116631,0,0.1,0.45,0,0,0.1,0.45,3.754360143,0,0.1,0.45,0,0,0.1,0.45,2.459346251,0,2.95,0.35,0,0,2.95,0.35,3.614914687,0.890303871,69,0.22,3.01E-07,0.001531125,69,0.22,16.58878766,2.278488673,69,0.22,35.48611429,4.134036325,69,0.22,13.95814182,0,0.1,0.45,0,0,0.1,0.45,2.54033032,0,0.1,0.45,0,0,0.1,0.45,4.10E-13,0,2.95,0.35,0,0,2.95,0.35,1.320971767,64.8441
912.33,484.52,743.8,0.796261504,69,0.22,2.29E-07,0.001367724,69,0.22,5.085883216,16.55484788,69,0.22,26.91212014,4.235487241,69,0.22,0.309849951,0,2.1,0.32,0,0,2.1,0.32,6.054627774,0,2.1,0.32,0,8.37E-13,2.1,0.32,3.952731361,1.14E-13,0.1,0.45,1.14E-13,1.14E-13,0.1,0.45,3.863927816,0.877761055,69,0.22,2.53E-07,0.001507715,69,0.22,4.544296553,16.81073567,69,0.22,32.16733666,4.07083007,69,0.22,13.79583844,0,0.1,0.45,0,0,0.1,0.45,4.37372295,1.61E-13,0.1,0.45,1.14E-13,2.27E-13,0.1,0.45,2.624011992,0,2.95,0.35,0,0,2.95,0.35,3.372567678,66.4314
911.61,470.14,750.64,0.817379476,69,0.22,2.00E-07,0.00140661,69,0.22,3.400475288,2.633128519,69,0.22,10.98286085,5.731937675,69,0.22,27.18486264,3.797848276,69,0.22,10.40153838,0,0.1,0.45,0,0,0.1,0.45,4.003356389,0,0.1,0.45,0,0,0.1,0.45,127.9553826,2.648579537,70,0.3,0,0.865815892,69,0.22,2.12E-07,0.001489964,69,0.22,3.601981244,2.012974067,69,0.22,11.92791213,2.700682429,69,0.22,1.170946698,2.681934553,69,0.22,28.79578796,4.02290183,69,0.22,12.08047786,0,0.1,0.45,0,1.14E-13,0.1,0.45,4.308456615,0,0.1,0.45,0,0,0.1,0.45,3.123703096,64.803
911.61,458.25,750.7,0.839783688,69,0.22,2.01E-07,0.001429734,69,0.22,3.456377508,2.52475173,69,0.22,11.31507811,5.826168039,69,0.22,27.63176901,3.860283119,69,0.22,10.85107745,0,0.1,0.45,0,0,0.1,0.45,4.086800812,0,0.1,0.45,0,0,0.1,0.45,3.272793968,0,2.95,0.35,0,0.875071205,69,0.22,2.09E-07,0.001489812,69,0.22,3.601613696,2.086886902,69,0.22,11.92477792,2.705106508,69,0.22,1.093926373,2.681660885,69,0.22,28.79284959,4.022491327,69,0.22,12.07203022,0,0.1,0.45,0,0,0.1,0.45,4.305677097,0,0.1,0.45,0,0,0.1,0.45,3.165832662,39.9559
913.3,469.25,734.61,0.78835074,69,0.22,2.64E-07,0.001344736,69,0.22,16.28837925,1.802540704,69,0.22,29.64586513,3.630787359,69,0.22,10.02535475,0,0.1,0.45,0,0,0.1,0.45,5.801670833,0,0.1,0.45,0,0,0.1,0.45,2.433247994,0,2.95,0.35,0,0,2.95,0.35,3.639947021,0.898307161,69,0.22,3.02E-07,0.001532295,69,0.22,16.38292247,2.498778623,69,0.22,35.5132448,4.137196955,69,0.22,10.0852535,0,0.1,0.45,0,0,0.1,0.45,5.926662719,0,2.95,0.35,0,0,2.95,0.35,0.169799137,0,0.1,0.45,0,0,0.1,0.45,1.321128995,65.6447
914.2,459.18,726.03,0.768996891,69,0.22,0.394626063,1.052582434,69,0.22,12.39885057,2.368310478,69,0.22,30.493976,3.552465718,69,0.22,12.90238768,0,0.1,0.45,0,0,0.1,0.45,3.679465853,0,0.1,0.45,0,0,0.1,0.45,1.204675685,0,2.95,0.35,0,0,2.95,0.35,1.482630902,0.90944607,69,0.22,0.466700354,1.244825524,69,0.22,14.66336997,2.80085743,69,0.22,36.06337938,4.201286146,69,0.22,7.370310696,0,0.1,0.45,0,0,0.1,0.45,2.546874013,0,0.1,0.45,0,0,0.1,0.45,5.68E-13,0,2.95,0.35,0,0,2.95,0.35,1.44178086,64.7138
915.27,474.03,715.89,0.740227006,69,0.22,3.28E-07,0.001257425,69,0.22,0.37588153,1.005940123,69,0.22,11.84942942,2.263365278,69,0.22,29.14271888,3.395047917,69,0.22,11.31235998,0,0.1,0.45,0,0,0.1,0.45,2.501076777,0,0.1,0.45,0,0,0.1,0.45,3.22E-13,0,2.95,0.35,0,0.933136649,69,0.22,4.15E-07,0.001585121,69,0.22,0.473839548,1.268096931,69,0.22,14.93749454,2.853218097,69,0.22,36.73756673,4.279827147,69,0.22,7.86909968,0,2.95,0.35,0,0,2.95,0.35,4.031793882,0,2.95,0.35,0,0,2.95,0.35,2.423651973,0,2.95,0.35,0,62.6674
917.22,453.77,697.28,0.695465662,69,0.22,0.357955964,0.954772656,69,0.22,11.2467044,2.148238477,69,0.22,27.66036514,3.222357716,69,0.22,5.924784632,0,2.95,0.35,0,0,2.95,0.35,2.98366455,0,2.95,0.35,0,0,2.95,0.35,6.34715559,0,0.1,0.07,0,0,0.1,0.07,17.9019873,0.956626714,69,0.22,0.492375478,1.313308591,69,0.22,15.47006338,3.74788326,69,0.22,37.25443806,4.432416498,69,0.22,16.83637232,0,2.95,0.35,0,0,2.95,0.35,4.10408939,0,2.95,0.35,0,0,2.95,0.35,0.043923034,0,0.1,0.07,0,0,0.1,0.07,24.62453607,63.3457
919.33,458.91,677.25,0.66239001,69,0.22,0.338183353,0.902033376,69,0.22,10.62546426,2.029575098,69,0.22,26.132475,3.044362646,69,0.22,11.46255862,0,2.95,0.35,0,0,2.95,0.35,2.920195955,0,2.95,0.35,0,0,2.95,0.35,0.030168307,0,0.1,0.07,0,0,0.1,0.07,16.9131258,1.003064964,69,0.22,0.512115019,1.365959724,69,0.22,16.0902652,3.073409382,69,0.22,0.972382728,0.052087067,69,0.22,38.5482437,4.610114074,69,0.22,17.51135039,0,2.95,0.35,0,0,2.95,0.35,4.268624187,0,2.95,0.35,0,0,2.95,0.35,0.151658453,0,0.1,0.07,0,58.622
